,id,match_date,kick_off_time,home_team,away_team,venue,attendance,month,year,capacity_y,rain,first_end_sec,capacity_ratio
18,9208,2006-03-18,14,FC東京,清水,味の素スタジアム,19011.0,3,2006,48999,0,0,38.798750994918265
19,9209,2006-03-18,14,磐田,京都,ヤマハスタジアム(磐田),10560.0,3,2006,15165,1,0,69.63402571711177
20,9210,2006-03-18,14,広島,浦和,広島ビッグアーチ,16742.0,3,2006,36894,1,0,45.37865235539654
21,9211,2006-03-18,15,大宮,新潟,埼玉スタジアム2002,9368.0,3,2006,62010,0,0,15.107240767618126
22,9212,2006-03-18,15,甲府,川崎F,山梨県小瀬スポーツ公園陸上競技場,9082.0,3,2006,15859,0,0,57.2671669083801
23,9213,2006-03-18,15,名古屋,鹿島,豊田スタジアム,22651.0,3,2006,41255,0,0,54.90486001696764
24,9214,2006-03-18,16,千葉,福岡,フクダ電子アリーナ,8567.0,3,2006,19470,0,0,44.00102722136621
25,9215,2006-03-18,16,横浜FM,C大阪,日産スタジアム,19307.0,3,2006,72081,1,0,26.785144490226276
26,9216,2006-03-18,19,G大阪,大分,万博記念競技場,8388.0,3,2006,21000,1,0,39.94285714285714
27,9217,2006-03-21,14,鹿島,甲府,県立カシマサッカースタジアム,14815.0,3,2006,37496,0,0,39.510881160657135
28,9218,2006-03-21,14,福岡,名古屋,東平尾公園博多の森球技場,8585.0,3,2006,22331,0,0,38.44431507769468
29,9219,2006-03-21,15,浦和,C大阪,埼玉スタジアム2002,43815.0,3,2006,62010,0,0,70.65795839380745
30,9220,2006-03-21,15,新潟,磐田,新潟スタジアム,37585.0,3,2006,41684,0,0,90.16649073985222
31,9221,2006-03-21,15,清水,千葉,日本平スタジアム,12114.0,3,2006,20248,0,0,59.82813117344923
32,9222,2006-03-21,15,大分,横浜FM,九州石油ドーム,17341.0,3,2006,31997,0,0,54.19570584742319
33,9223,2006-03-21,16,川崎F,FC東京,等々力陸上競技場,14191.0,3,2006,26827,0,0,52.89819957505498
34,9224,2006-03-21,19,京都,広島,京都市西京極総合運動公園陸上競技場兼球技場,5556.0,3,2006,20588,0,0,26.986594132504372
35,9225,2006-03-29,19,G大阪,大宮,万博記念競技場,9019.0,3,2006,21000,0,0,42.94761904761904
36,9226,2006-03-25,15,大宮,清水,さいたま市浦和駒場スタジアム,7354.0,3,2006,21500,0,0,34.2046511627907
37,9227,2006-03-25,15,磐田,川崎F,ヤマハスタジアム(磐田),11835.0,3,2006,15165,0,0,78.04154302670622
38,9228,2006-03-25,15,C大阪,新潟,大阪長居スタジアム,9442.0,3,2006,47853,0,0,19.731260318057384
39,9229,2006-03-25,15,広島,G大阪,広島ビッグアーチ,13067.0,3,2006,36894,0,0,35.4176830921017
40,9230,2006-03-25,15,横浜FM,浦和,日産スタジアム,50572.0,3,2006,72081,0,0,70.15995893508692
41,9231,2006-03-25,18,甲府,福岡,山梨県小瀬スポーツ公園陸上競技場,8604.0,3,2006,15859,0,0,54.253105492149565
42,9232,2006-03-25,19,千葉,鹿島,フクダ電子アリーナ,16546.0,3,2006,19470,0,0,84.98202362609142
43,9233,2006-03-26,14,名古屋,大分,名古屋市瑞穂陸上競技場,11878.0,3,2006,20223,0,0,58.73510359491668
44,9234,2006-03-26,16,FC東京,京都,味の素スタジアム,17033.0,3,2006,48999,0,0,34.761933917018716
45,9235,2006-04-01,15,横浜FM,FC東京,日産スタジアム,20977.0,4,2006,72081,0,0,29.101982491918815
46,9236,2006-04-01,15,C大阪,甲府,大阪長居スタジアム,6282.0,4,2006,47853,0,0,13.127703592251269
47,9237,2006-04-01,19,清水,G大阪,日本平スタジアム,10661.0,4,2006,20248,0,0,52.6521137890162
48,9238,2006-04-02,14,京都,福岡,京都市西京極総合運動公園陸上競技場兼球技場,3670.0,4,2006,20588,1,0,17.82591801049155
49,9239,2006-04-02,15,鹿島,大宮,県立カシマサッカースタジアム,11747.0,4,2006,37496,0,0,31.32867505867292
50,9240,2006-04-02,15,川崎F,千葉,等々力陸上競技場,10316.0,4,2006,26827,1,0,38.45379654825363
51,9241,2006-04-02,15,新潟,広島,新潟スタジアム,34071.0,4,2006,41684,0,0,81.73639765857403
52,9242,2006-04-02,15,大分,磐田,九州石油ドーム,17406.0,4,2006,31997,0,0,54.398849892177395
53,9243,2006-04-02,16,浦和,名古屋,埼玉スタジアム2002,44625.0,4,2006,62010,0,0,71.9641993226899
54,9244,2006-04-08,14,甲府,新潟,松本平広域公園総合球技場,14599.0,4,2006,20336,0,0,71.78894571203777
55,9245,2006-04-08,15,大宮,横浜FM,さいたま市浦和駒場スタジアム,8370.0,4,2006,21500,0,0,38.93023255813953
56,9246,2006-04-08,15,千葉,C大阪,フクダ電子アリーナ,8770.0,4,2006,19470,0,0,45.04365690806369
57,9247,2006-04-08,15,名古屋,京都,豊田スタジアム,15311.0,4,2006,41255,0,0,37.1130772027633
58,9248,2006-04-08,15,広島,川崎F,広島ビッグアーチ,7418.0,4,2006,36894,0,0,20.10625033880848
59,9249,2006-04-08,16,FC東京,磐田,味の素スタジアム,24214.0,4,2006,48999,0,0,49.417335047654035
60,9250,2006-04-08,19,G大阪,鹿島,万博記念競技場,17967.0,4,2006,21000,0,0,85.55714285714285
61,9251,2006-04-09,13,清水,大分,日本平スタジアム,10039.0,4,2006,20248,0,0,49.58020545239036
62,9252,2006-04-09,15,福岡,浦和,東平尾公園博多の森球技場,21545.0,4,2006,22331,0,0,96.48022927768572
63,9253,2006-04-15,15,鹿島,清水,県立カシマサッカースタジアム,12361.0,4,2006,37496,0,0,32.96618305952635
64,9254,2006-04-15,15,浦和,京都,埼玉スタジアム2002,40657.0,4,2006,62010,0,0,65.56523141428802
65,9255,2006-04-15,15,C大阪,福岡,大阪長居スタジアム,10421.0,4,2006,47853,0,0,21.777109063172635
66,9256,2006-04-15,15,大分,甲府,九州石油ドーム,15138.0,4,2006,31997,0,0,47.310685376754066
67,9257,2006-04-15,15,新潟,名古屋,新潟スタジアム,39322.0,4,2006,41684,0,0,94.33355724018809
68,9258,2006-04-15,16,FC東京,千葉,味の素スタジアム,21190.0,4,2006,48999,0,0,43.24578052613319
69,9259,2006-04-15,19,横浜FM,G大阪,日産スタジアム,28885.0,4,2006,72081,0,0,40.07297346041259
70,9260,2006-04-16,15,川崎F,大宮,等々力陸上競技場,11149.0,4,2006,26827,0,0,41.55887725053118
71,9261,2006-04-16,15,磐田,広島,ヤマハスタジアム(磐田),11788.0,4,2006,15165,0,0,77.7316188592153
72,9262,2006-04-22,14,名古屋,川崎F,名古屋市瑞穂陸上競技場,11810.0,4,2006,20223,0,0,58.39885279137616
73,9263,2006-04-22,14,G大阪,FC東京,万博記念競技場,15103.0,4,2006,21000,0,0,71.91904761904762
74,9264,2006-04-22,15,大宮,大分,さいたま市浦和駒場スタジアム,6162.0,4,2006,21500,0,0,28.66046511627907
75,9265,2006-04-22,15,千葉,磐田,フクダ電子アリーナ,15184.0,4,2006,19470,0,0,77.98664612223935
76,9266,2006-04-22,15,京都,鹿島,京都市西京極総合運動公園陸上競技場兼球技場,12295.0,4,2006,20588,0,0,59.71925393433067
77,9267,2006-04-22,15,広島,C大阪,広島ビッグアーチ,6794.0,4,2006,36894,1,0,18.414918414918414
78,9268,2006-04-22,19,清水,浦和,静岡スタジアムエコパ,23406.0,4,2006,51697,0,0,45.275354469311566
79,9269,2006-04-23,15,甲府,横浜FM,山梨県小瀬スポーツ公園陸上競技場,14615.0,4,2006,15859,0,0,92.15587363642096
80,9270,2006-04-23,15,福岡,新潟,東平尾公園博多の森球技場,8667.0,4,2006,22331,0,0,38.811517621244015
81,9271,2006-04-29,15,鹿島,福岡,県立カシマサッカースタジアム,13450.0,4,2006,37496,0,0,35.87049285257094
82,9272,2006-04-29,15,浦和,大宮,埼玉スタジアム2002,54774.0,4,2006,62010,0,0,88.33091436865021
83,9273,2006-04-29,15,川崎F,清水,等々力陸上競技場,13300.0,4,2006,26827,1,0,49.57691877586014
84,9274,2006-04-29,15,横浜FM,広島,日産スタジアム,20232.0,4,2006,72081,0,0,28.06842302409789
85,9275,2006-04-29,15,C大阪,京都,大阪長居スタジアム,20268.0,4,2006,47853,0,0,42.35471130336656
86,9276,2006-04-29,15,大分,千葉,九州石油ドーム,20543.0,4,2006,31997,0,0,64.20289402131449
87,9277,2006-04-29,19,FC東京,名古屋,味の素スタジアム,22188.0,4,2006,48999,0,0,45.2825567868732
88,9278,2006-04-30,13,磐田,甲府,ヤマハスタジアム(磐田),14642.0,4,2006,15165,0,0,96.55126937026047
89,9279,2006-04-30,15,新潟,G大阪,新潟スタジアム,41430.0,4,2006,41684,0,0,99.39065348814893
90,9280,2006-05-03,14,甲府,FC東京,山梨県小瀬スポーツ公園陸上競技場,15427.0,5,2006,15859,0,0,97.27599470332304
91,9281,2006-05-03,15,鹿島,大分,県立カシマサッカースタジアム,22948.0,5,2006,37496,0,0,61.201194794111366
92,9282,2006-05-03,15,清水,C大阪,日本平スタジアム,18241.0,5,2006,20248,0,0,90.08790991702884
93,9283,2006-05-03,15,京都,新潟,京都市西京極総合運動公園陸上競技場兼球技場,11221.0,5,2006,20588,0,0,54.50262288711871
94,9284,2006-05-03,15,福岡,川崎F,東平尾公園博多の森球技場,11101.0,5,2006,22331,0,0,49.71116385293986
95,9285,2006-05-03,16,大宮,広島,さいたま市浦和駒場スタジアム,9031.0,5,2006,21500,0,0,42.004651162790694
96,9286,2006-05-03,16,千葉,浦和,フクダ電子アリーナ,17438.0,5,2006,19470,0,0,89.56343091936311
97,9287,2006-05-03,19,名古屋,横浜FM,豊田スタジアム,25687.0,5,2006,41255,0,0,62.263968003878325
98,9288,2006-07-12,19,G大阪,磐田,石川県西部緑地公園陸上競技場,15343.0,7,2006,20261,0,0,75.7267657075169
99,9289,2006-05-06,15,FC東京,大宮,味の素スタジアム,25128.0,5,2006,48999,0,0,51.282679238351804
100,9290,2006-05-06,15,横浜FM,千葉,日産スタジアム,32073.0,5,2006,72081,0,0,44.49577558579931
101,9291,2006-05-06,15,磐田,名古屋,静岡スタジアムエコパ,36376.0,5,2006,51697,0,0,70.36385090043909
102,9292,2006-05-06,15,大分,京都,九州石油ドーム,21874.0,5,2006,31997,0,0,68.36265899928118
103,9293,2006-05-06,17,広島,福岡,広島ビッグアーチ,12466.0,5,2006,36894,1,0,33.78869192822681
104,9294,2006-05-06,19,新潟,清水,新潟スタジアム,42056.0,5,2006,41684,0,0,100.89242874964015
105,9295,2006-05-06,19,G大阪,甲府,万博記念競技場,18193.0,5,2006,21000,0,0,86.63333333333333
106,9296,2006-05-07,15,浦和,鹿島,埼玉スタジアム2002,56982.0,5,2006,62010,0,0,91.89163038219642
107,9297,2006-05-07,15,川崎F,C大阪,等々力陸上競技場,9430.0,5,2006,26827,1,0,35.151153688448204
108,9298,2006-07-19,19,鹿島,川崎F,県立カシマサッカースタジアム,7427.0,7,2006,37496,0,0,19.807446127586942
109,9299,2006-07-19,19,大宮,磐田,さいたま市浦和駒場スタジアム,5806.0,7,2006,21500,0,0,27.0046511627907
110,9300,2006-07-19,19,千葉,G大阪,フクダ電子アリーナ,15322.0,7,2006,19470,0,0,78.69542886492039
111,9301,2006-07-19,19,甲府,京都,山梨県小瀬スポーツ公園陸上競技場,8025.0,7,2006,15859,0,0,50.602181726464465
112,9302,2006-07-19,19,新潟,浦和,新潟スタジアム,38592.0,7,2006,41684,0,0,92.58228576912005
113,9303,2006-07-19,19,清水,横浜FM,日本平スタジアム,10183.0,7,2006,20248,0,0,50.29138680363493
114,9304,2006-07-19,19,名古屋,広島,名古屋市瑞穂陸上競技場,6760.0,7,2006,20223,0,0,33.42728576373436
115,9305,2006-07-19,19,C大阪,大分,大阪長居スタジアム,6806.0,7,2006,47853,0,0,14.22272375817608
116,9306,2006-07-19,19,福岡,FC東京,東平尾公園博多の森球技場,12142.0,7,2006,22331,0,0,54.372844924096555
117,9307,2006-07-22,18,FC東京,鹿島,松本平広域公園総合球技場,17070.0,7,2006,20336,0,0,83.93981117230527
118,9308,2006-07-22,18,広島,千葉,広島ビッグアーチ,13432.0,7,2006,36894,0,0,36.40700384886431
119,9309,2006-07-22,19,大宮,甲府,さいたま市浦和駒場スタジアム,7493.0,7,2006,21500,0,0,34.85116279069768
120,9310,2006-07-22,19,川崎F,浦和,等々力陸上競技場,23005.0,7,2006,26827,0,0,85.7531591307265
121,9311,2006-07-22,19,磐田,C大阪,ヤマハスタジアム(磐田),13524.0,7,2006,15165,0,0,89.17903066271019
122,9312,2006-07-22,19,G大阪,名古屋,万博記念競技場,17864.0,7,2006,21000,0,0,85.06666666666666
123,9313,2006-07-22,19,大分,新潟,九州石油ドーム,19304.0,7,2006,31997,0,0,60.3306559989999
124,9314,2006-07-23,19,横浜FM,福岡,日産スタジアム,19223.0,7,2006,72081,0,0,26.668608926069282
125,9315,2006-07-23,19,京都,清水,京都市西京極総合運動公園陸上競技場兼球技場,9005.0,7,2006,20588,1,0,43.73907130367204
126,9316,2006-07-26,19,浦和,大分,さいたま市浦和駒場スタジアム,16040.0,7,2006,21500,0,0,74.6046511627907
127,9317,2006-07-26,19,川崎F,G大阪,等々力陸上競技場,20425.0,7,2006,26827,0,0,76.13598240578521
128,9318,2006-07-26,19,新潟,鹿島,新潟スタジアム,39278.0,7,2006,41684,0,0,94.22800115152097
129,9319,2006-07-26,19,磐田,横浜FM,ヤマハスタジアム(磐田),12875.0,7,2006,15165,0,0,84.89943949884604
130,9320,2006-07-26,19,名古屋,大宮,名古屋市瑞穂陸上競技場,6618.0,7,2006,20223,0,0,32.72511496810562
131,9321,2006-07-26,19,京都,千葉,京都市西京極総合運動公園陸上競技場兼球技場,13225.0,7,2006,20588,0,0,64.23644841655333
132,9322,2006-07-26,19,C大阪,FC東京,大阪長居スタジアム,8027.0,7,2006,47853,0,0,16.774287923432176
133,9323,2006-07-26,19,広島,甲府,広島ビッグアーチ,5545.0,7,2006,36894,0,0,15.02954409931154
134,9324,2006-07-26,19,福岡,清水,東平尾公園博多の森球技場,13655.0,7,2006,22331,0,0,61.14817966056155
135,9325,2006-07-29,18,大宮,京都,熊谷スポーツ文化公園陸上競技場,7278.0,7,2006,15002,0,0,48.51353152912945
136,9326,2006-07-29,18,FC東京,広島,味の素スタジアム,31684.0,7,2006,48999,0,0,64.66254413355375
137,9327,2006-07-29,18,甲府,浦和,山梨県小瀬スポーツ公園陸上競技場,17000.0,7,2006,15859,0,0,107.19465287849171
138,9328,2006-07-29,19,鹿島,C大阪,県立カシマサッカースタジアム,14289.0,7,2006,37496,0,0,38.10806486025176
139,9329,2006-07-29,19,清水,磐田,静岡スタジアムエコパ,24920.0,7,2006,51697,0,0,48.20395767646092
140,9330,2006-07-29,19,G大阪,福岡,万博記念競技場,14621.0,7,2006,21000,0,0,69.62380952380953
141,9331,2006-07-29,19,大分,川崎F,九州石油ドーム,20873.0,7,2006,31997,0,0,65.23424071006657
142,9332,2006-07-30,19,千葉,名古屋,フクダ電子アリーナ,16961.0,7,2006,19470,0,0,87.11350796096559
143,9333,2006-07-30,19,横浜FM,新潟,日産スタジアム,24032.0,7,2006,72081,0,0,33.340269974056966
144,9334,2006-08-12,18,広島,清水,広島ビッグアーチ,10569.0,8,2006,36894,0,0,28.64693446088795
145,9335,2006-08-12,19,浦和,FC東京,埼玉スタジアム2002,50195.0,8,2006,62010,0,0,80.94662151265925
146,9336,2006-08-12,19,川崎F,横浜FM,等々力陸上競技場,20144.0,8,2006,26827,0,0,75.08853021209974
147,9337,2006-08-12,19,新潟,千葉,新潟スタジアム,41487.0,8,2006,41684,0,0,99.52739660301316
148,9338,2006-08-12,19,磐田,鹿島,静岡スタジアムエコパ,30353.0,8,2006,51697,0,0,58.7132715631468
149,9339,2006-08-12,19,名古屋,甲府,名古屋市瑞穂陸上競技場,12454.0,8,2006,20223,0,0,61.583345695495225
150,9340,2006-08-12,19,京都,G大阪,京都市西京極総合運動公園陸上競技場兼球技場,16089.0,8,2006,20588,0,0,78.14746454245191
151,9341,2006-08-12,19,C大阪,大宮,大阪長居スタジアム,12616.0,8,2006,47853,0,0,26.364073307838588
152,9342,2006-08-12,19,福岡,大分,東平尾公園博多の森球技場,18205.0,8,2006,22331,0,0,81.52344274774977
153,9343,2006-08-19,19,鹿島,浦和,県立カシマサッカースタジアム,34236.0,8,2006,37496,0,0,91.30573927885641
154,9344,2006-08-19,19,大宮,G大阪,さいたま市浦和駒場スタジアム,11355.0,8,2006,21500,0,0,52.81395348837209
155,9345,2006-08-19,19,新潟,川崎F,新潟スタジアム,38611.0,8,2006,41684,0,0,92.62786680740813
156,9346,2006-08-19,19,清水,甲府,日本平スタジアム,15410.0,8,2006,20248,0,0,76.10628210193599
157,9347,2006-08-19,19,名古屋,磐田,名古屋市瑞穂陸上競技場,14392.0,8,2006,20223,0,0,71.16649359640014
158,9348,2006-08-19,19,C大阪,横浜FM,大阪長居スタジアム,18609.0,8,2006,47853,0,0,38.887844022318355
159,9349,2006-08-19,19,福岡,京都,東平尾公園博多の森球技場,10387.0,8,2006,22331,0,0,46.513814876181094
160,9350,2006-08-20,18,広島,大分,広島ビッグアーチ,10145.0,8,2006,36894,0,0,27.497696102347263
161,9351,2006-08-20,19,千葉,FC東京,フクダ電子アリーナ,17261.0,8,2006,19470,0,0,88.65434001027222
162,9352,2006-08-23,19,浦和,新潟,埼玉スタジアム2002,34417.0,8,2006,62010,0,0,55.50233833252701
163,9353,2006-08-23,19,FC東京,福岡,国立競技場,18533.0,8,2006,54224,0,0,34.17859250516376
164,9354,2006-08-23,19,川崎F,名古屋,等々力陸上競技場,11306.0,8,2006,26827,0,0,42.144108547359004
165,9355,2006-08-23,19,横浜FM,大宮,横浜市三ツ沢公園球技場,11623.0,8,2006,15440,0,0,75.27849740932643
166,9356,2006-08-23,19,甲府,鹿島,山梨県小瀬スポーツ公園陸上競技場,12115.0,8,2006,15859,0,0,76.3919540954663
167,9357,2006-08-23,19,磐田,千葉,ヤマハスタジアム(磐田),11992.0,8,2006,15165,0,0,79.07682162875041
168,9358,2006-08-23,19,京都,C大阪,京都市西京極総合運動公園陸上競技場兼球技場,11291.0,8,2006,20588,0,0,54.8426267728774
169,9359,2006-08-23,19,G大阪,広島,万博記念競技場,17826.0,8,2006,21000,0,0,84.88571428571429
170,9360,2006-08-23,19,大分,清水,九州石油ドーム,18864.0,8,2006,31997,0,0,58.95552708066381
171,9361,2006-08-26,18,大宮,川崎F,熊谷スポーツ文化公園陸上競技場,9076.0,8,2006,15002,0,0,60.49860018664178
172,9362,2006-08-26,18,鹿島,広島,県立カシマサッカースタジアム,14052.0,8,2006,37496,0,0,37.4759974397269
173,9363,2006-08-26,18,甲府,磐田,山梨県小瀬スポーツ公園陸上競技場,14227.0,8,2006,15859,0,0,89.7093133236648
174,9364,2006-08-26,19,新潟,大分,新潟スタジアム,40466.0,8,2006,41684,0,0,97.07801554553306
175,9365,2006-08-26,19,清水,FC東京,日本平スタジアム,16177.0,8,2006,20248,0,0,79.89431054919004
176,9366,2006-08-26,19,C大阪,浦和,大阪長居スタジアム,23386.0,8,2006,47853,0,0,48.87049923724741
177,9367,2006-08-26,19,福岡,千葉,東平尾公園博多の森球技場,17738.0,8,2006,22331,0,0,79.43217948143835
178,9368,2006-08-27,19,名古屋,G大阪,名古屋市瑞穂陸上競技場,17556.0,8,2006,20223,0,0,86.81204569055036
179,9369,2006-08-27,19,京都,横浜FM,京都市西京極総合運動公園陸上競技場兼球技場,8886.0,8,2006,20588,0,0,43.16106469788226
180,9370,2006-08-30,18,千葉,川崎F,フクダ電子アリーナ,11433.0,8,2006,19470,0,0,58.7211093990755
181,9371,2006-08-30,18,鹿島,名古屋,県立カシマサッカースタジアム,9457.0,8,2006,37496,0,0,25.221356944740776
182,9372,2006-08-30,19,大宮,福岡,さいたま市浦和駒場スタジアム,4873.0,8,2006,21500,0,0,22.665116279069768
183,9373,2006-08-30,19,FC東京,C大阪,国立競技場,21041.0,8,2006,54224,0,0,38.80385069341989
184,9374,2006-08-30,19,横浜FM,甲府,横浜市三ツ沢公園球技場,12384.0,8,2006,15440,0,0,80.20725388601036
185,9375,2006-08-30,19,清水,京都,日本平スタジアム,9249.0,8,2006,20248,0,0,45.67858553931253
186,9376,2006-08-30,19,G大阪,新潟,万博記念競技場,13979.0,8,2006,21000,0,0,66.56666666666666
187,9377,2006-08-30,19,広島,磐田,広島ビッグアーチ,9513.0,8,2006,36894,0,0,25.784680435843228
188,9378,2006-08-30,19,大分,浦和,九州石油ドーム,27843.0,8,2006,31997,0,0,87.01753289370878
189,9379,2006-09-09,16,横浜FM,川崎F,日産スタジアム,22769.0,9,2006,72081,0,0,31.588074527267935
190,9380,2006-09-09,18,広島,名古屋,広島ビッグアーチ,9299.0,9,2006,36894,0,0,25.204640320919392
191,9381,2006-09-09,18,FC東京,甲府,味の素スタジアム,21382.0,9,2006,48999,0,0,43.63762525765832
192,9382,2006-09-09,19,千葉,清水,フクダ電子アリーナ,13463.0,9,2006,19470,0,0,69.14740626605034
193,9383,2006-09-09,19,磐田,新潟,ヤマハスタジアム(磐田),11471.0,9,2006,15165,0,0,75.6412792614573
194,9384,2006-09-09,19,G大阪,C大阪,万博記念競技場,20463.0,9,2006,21000,0,0,97.44285714285714
195,9385,2006-09-09,19,大分,福岡,九州石油ドーム,26841.0,9,2006,31997,0,0,83.88598931149795
196,9386,2006-09-10,19,鹿島,京都,県立カシマサッカースタジアム,9142.0,9,2006,37496,0,0,24.381267335182418
197,9387,2006-09-10,19,大宮,浦和,埼玉スタジアム2002,35059.0,9,2006,62010,0,0,56.5376552169005
198,9388,2006-09-16,14,京都,FC東京,京都市西京極総合運動公園陸上競技場兼球技場,8440.0,9,2006,20588,0,0,40.994754225762584
199,9389,2006-09-16,14,大分,G大阪,九州石油ドーム,25384.0,9,2006,31997,0,0,79.33243741600775
200,9390,2006-09-16,15,清水,鹿島,国立競技場,20800.0,9,2006,54224,0,0,38.35939805252287
201,9391,2006-09-16,19,浦和,広島,埼玉スタジアム2002,39123.0,9,2006,62010,0,0,63.09143686502176
202,9392,2006-09-16,19,名古屋,新潟,名古屋市瑞穂陸上競技場,9308.0,9,2006,20223,0,0,46.026801166988086
203,9393,2006-09-16,19,C大阪,千葉,大阪長居スタジアム,19036.0,9,2006,47853,0,0,39.780160073558605
204,9394,2006-09-16,19,福岡,横浜FM,東平尾公園博多の森球技場,12519.0,9,2006,22331,0,0,56.061081008463574
205,9395,2006-09-17,19,川崎F,磐田,等々力陸上競技場,15482.0,9,2006,26827,1,0,57.710515525403515
206,9396,2006-09-17,19,甲府,大宮,山梨県小瀬スポーツ公園陸上競技場,10150.0,9,2006,15859,0,0,64.00151333627593
207,9397,2006-09-23,15,浦和,清水,埼玉スタジアム2002,48378.0,9,2006,62010,0,0,78.01644895984519
208,9398,2006-09-23,15,横浜FM,名古屋,日産スタジアム,21665.0,9,2006,72081,0,0,30.05646425549035
209,9399,2006-09-23,15,福岡,C大阪,東平尾公園博多の森球技場,12654.0,9,2006,22331,0,0,56.665621781380146
210,9400,2006-09-23,15,磐田,大分,ヤマハスタジアム(磐田),11218.0,9,2006,15165,0,0,73.97296406198484
211,9401,2006-09-23,16,広島,大宮,広島ビッグアーチ,10265.0,9,2006,36894,0,0,27.82295224155689
212,9402,2006-09-23,18,千葉,京都,フクダ電子アリーナ,10857.0,9,2006,19470,0,0,55.762711864406775
213,9403,2006-09-23,19,G大阪,川崎F,万博記念競技場,17544.0,9,2006,21000,0,0,83.54285714285714
214,9404,2006-09-24,15,鹿島,FC東京,県立カシマサッカースタジアム,17398.0,9,2006,37496,0,0,46.39961595903563
215,9405,2006-09-24,15,新潟,甲府,新潟スタジアム,40422.0,9,2006,41684,0,0,96.97245945686595
216,9406,2006-09-30,15,FC東京,新潟,味の素スタジアム,24136.0,9,2006,48999,0,0,49.25814812547195
217,9407,2006-09-30,15,川崎F,広島,等々力陸上競技場,12029.0,9,2006,26827,0,0,44.839154583069295
218,9408,2006-09-30,15,横浜FM,磐田,日産スタジアム,25435.0,9,2006,72081,0,0,35.28669136110764
219,9409,2006-09-30,17,京都,浦和,京都市西京極総合運動公園陸上競技場兼球技場,16492.0,9,2006,20588,0,0,80.10491548474839
220,9410,2006-09-30,18,千葉,大分,フクダ電子アリーナ,10609.0,9,2006,19470,0,0,54.48895737031331
221,9411,2006-09-30,19,大宮,名古屋,さいたま市浦和駒場スタジアム,8223.0,9,2006,21500,0,0,38.246511627906976
222,9412,2006-09-30,19,C大阪,鹿島,大阪長居スタジアム,15186.0,9,2006,47853,0,0,31.734687480408752
223,9413,2006-10-01,15,甲府,G大阪,山梨県小瀬スポーツ公園陸上競技場,15462.0,10,2006,15859,0,0,97.4966895768964
224,9414,2006-10-01,15,清水,福岡,日本平スタジアム,10807.0,10,2006,20248,0,0,53.37317265902806
225,9415,2006-10-06,19,京都,大宮,京都市西京極総合運動公園陸上競技場兼球技場,5237.0,10,2006,20588,0,0,25.43714785311832
226,9416,2006-10-07,15,浦和,千葉,埼玉スタジアム2002,48952.0,10,2006,62010,0,0,78.94210611191743
227,9417,2006-10-07,15,川崎F,大分,等々力陸上競技場,10282.0,10,2006,26827,0,0,38.32705856040556
228,9418,2006-10-07,18,甲府,広島,山梨県小瀬スポーツ公園陸上競技場,10222.0,10,2006,15859,0,0,64.45551421905542
229,9419,2006-10-07,14,新潟,横浜FM,新潟スタジアム,35603.0,10,2006,41684,0,0,85.41166874580175
