,kick_off_time,home_team,away_team,temperature,humidity,attendance,month,year,capacity_y,rain,first_end_sec,home_team_capacity,away_team_capacity,stadium_distance,is_home_stadium,discomfort
30,15,13,24,7.3,43.0,37585.0,3,2006,41684,0,0,41684.0,15165.0,3.3737853295703264,0,49.171609999999994
31,15,21,5,13.9,32.0,12114.0,3,2006,20248,0,0,20248.0,19470.0,1.744733156521656,0,57.38652
32,15,7,19,13.4,50.0,17341.0,3,2006,31997,0,0,31997.0,72081.0,8.27880229697473,1,56.637
33,16,10,1,16.4,24.0,14191.0,3,2006,26827,0,0,26827.0,48999.0,0.14250487871298104,1,60.04863999999999
34,19,3,11,9.1,66.0,5556.0,3,2006,20588,0,0,20588.0,36894.0,3.3655453400608115,1,50.17894
35,19,2,8,5.9,42.0,9019.0,3,2006,21000,0,0,21000.0,15491.0,4.238588188952521,1,47.526219999999995
36,15,8,21,15.3,31.0,7354.0,3,2006,21500,0,0,15491.0,20248.0,1.4801164301905323,0,58.955569999999994
37,15,24,10,13.6,58.0,11835.0,3,2006,15165,0,0,15165.0,26827.0,1.9705829346921657,1,56.83112
38,15,0,13,12.8,30.0,9442.0,3,2006,47853,0,0,17892.0,41684.0,4.8193254802555066,0,56.1796
39,15,11,2,14.3,29.0,13067.0,3,2006,36894,0,0,36894.0,21000.0,3.167465712317833,1,57.84153
40,15,19,20,13.9,45.0,50572.0,3,2006,72081,0,0,72081.0,62010.0,0.40676443483790414,1,57.316449999999996
41,18,23,26,11.4,46.0,8604.0,3,2006,15859,0,0,15859.0,22331.0,8.377773169101513,0,54.14756
42,19,5,29,9.9,63.0,16546.0,3,2006,19470,0,0,19470.0,37496.0,0.6640104737125694,1,51.484629999999996
43,14,6,7,15.9,44.0,11878.0,3,2006,20223,0,0,20223.0,31997.0,5.624441277820666,1,59.81304
44,16,1,3,16.1,38.0,17033.0,3,2006,48999,0,0,48999.0,20588.0,3.872697397120639,1,59.96382
45,15,19,1,13.8,46.0,20977.0,4,2006,72081,0,0,72081.0,48999.0,0.17212320464133138,1,57.18452
46,15,0,23,13.1,33.0,6282.0,4,2006,47853,0,0,17892.0,15859.0,3.2318257745627377,0,56.47177
47,19,21,2,10.0,64.0,10661.0,4,2006,20248,0,0,20248.0,21000.0,2.9467293762787152,0,51.583999999999996
48,14,3,26,16.0,85.0,3670.0,4,2006,20588,1,0,20588.0,22331.0,5.438390941169005,1,60.568999999999996
49,15,29,8,16.9,69.0,11747.0,4,2006,37496,0,0,37496.0,15491.0,1.0127307148704543,1,61.66638999999999
50,15,10,5,15.6,83.0,10316.0,4,2006,26827,1,0,26827.0,19470.0,0.47537437180606346,1,59.88552
51,15,13,11,10.5,71.0,34071.0,4,2006,41684,0,0,41684.0,36894.0,7.501852545391239,0,52.03245
52,15,7,24,21.2,29.0,17406.0,4,2006,31997,0,0,31997.0,15165.0,6.404779815940364,1,65.41152
53,16,20,6,15.9,79.0,44625.0,4,2006,62010,0,0,62010.0,20223.0,2.879363147987082,1,60.317389999999996
54,14,23,13,7.9,45.0,14599.0,4,2006,20336,0,0,15859.0,41684.0,2.310844208898552,0,49.783449999999995
55,15,8,19,17.4,28.0,8370.0,4,2006,21500,0,0,15491.0,72081.0,0.40641230065168793,0,61.21328
56,15,5,0,14.8,53.0,8770.0,4,2006,19470,0,0,19470.0,17892.0,4.706090164126706,1,58.47456
57,15,6,3,13.9,37.0,15311.0,4,2006,41255,0,0,20223.0,20588.0,1.2339581685818972,0,57.35957
58,15,11,10,19.1,17.0,7418.0,4,2006,36894,0,0,36894.0,26827.0,7.344089248917739,1,62.55453
59,16,1,24,15.5,25.0,24214.0,4,2006,48999,0,0,48999.0,15165.0,1.9002943918501087,1,59.11625
60,19,2,29,12.9,31.0,17967.0,4,2006,21000,0,0,21000.0,37496.0,5.236460665874411,1,56.275009999999995
61,13,21,7,18.6,37.0,10039.0,4,2006,20248,0,0,20248.0,31997.0,7.054945315229953,0,62.88818
62,15,26,20,20.3,28.0,21545.0,4,2006,22331,0,0,22331.0,62010.0,9.538044970445114,0,64.36616000000001
63,15,29,21,10.4,51.0,12361.0,4,2006,37496,0,0,37496.0,20248.0,2.382798432210745,1,52.68196
64,15,20,3,13.8,35.0,40657.0,4,2006,62010,0,0,62010.0,20588.0,4.101353663170744,1,57.2547
65,15,0,26,12.5,71.0,10421.0,4,2006,47853,0,0,17892.0,22331.0,5.1590944173559246,0,55.05825
66,15,7,23,10.6,87.0,15138.0,4,2006,31997,0,0,31997.0,15859.0,7.342192068222478,1,51.57478
67,15,13,6,15.6,24.0,39322.0,4,2006,41684,0,0,41684.0,20223.0,3.4776728784639874,0,59.21056
68,16,1,5,12.4,29.0,21190.0,4,2006,48999,0,0,48999.0,19470.0,0.6018465077650771,1,55.757039999999996
69,19,19,2,10.7,36.0,28885.0,4,2006,72081,0,0,72081.0,21000.0,4.125667771855231,1,53.632479999999994
70,15,10,8,11.4,69.0,11149.0,4,2006,26827,0,0,26827.0,15491.0,0.32924660701060876,1,53.45434
71,15,24,11,18.2,42.0,11788.0,4,2006,15165,0,0,15165.0,36894.0,5.490050145256337,1,62.60356
72,14,6,10,17.0,44.0,11810.0,4,2006,20223,0,0,20223.0,26827.0,2.7464450932811366,1,61.1832
73,14,2,1,15.8,42.0,15103.0,4,2006,21000,0,0,21000.0,48999.0,4.078297804606338,1,59.66164
74,15,8,7,18.3,28.0,6162.0,4,2006,21500,0,0,15491.0,31997.0,8.425790621822077,0,62.19176
75,15,5,24,15.8,48.0,15184.0,4,2006,19470,0,0,19470.0,15165.0,2.4024174507212566,1,59.74216
76,15,3,29,16.1,50.0,12295.0,4,2006,20588,0,0,20588.0,37496.0,5.027910953488735,1,60.1605
77,15,11,0,10.1,83.0,6794.0,4,2006,36894,1,0,36894.0,17892.0,3.1266823454289407,1,50.91117
78,19,21,20,13.5,60.0,23406.0,4,2006,51697,0,0,20248.0,62010.0,1.5360541362107039,0,56.674
79,15,23,19,18.3,55.0,14615.0,4,2006,15859,0,0,15859.0,72081.0,1.0242411937141538,0,63.22235
80,15,26,13,18.1,66.0,8667.0,4,2006,22331,0,0,22331.0,41684.0,9.612236667502579,0,63.34954
81,15,29,26,18.8,53.0,13450.0,4,2006,37496,0,0,37496.0,22331.0,10.461230909101337,1,63.81336
82,15,20,8,16.1,70.0,54774.0,4,2006,62010,0,0,62010.0,15491.0,0.08212391779502097,1,60.4883
83,15,10,21,15.8,76.0,13300.0,4,2006,26827,1,0,26827.0,20248.0,1.312921510709607,1,60.11792
84,15,19,11,16.3,78.0,20232.0,4,2006,72081,0,0,72081.0,36894.0,7.290716897826722,1,60.93586
85,15,0,3,17.8,48.0,20268.0,4,2006,47853,0,0,17892.0,20588.0,0.4258071857002886,0,62.31256
86,15,7,5,21.6,61.0,20543.0,4,2006,31997,0,0,31997.0,19470.0,8.794114457602493,1,68.11724
87,19,1,6,15.2,70.0,22188.0,4,2006,48999,0,0,48999.0,20223.0,2.64280962298933,1,59.1356
88,13,24,23,21.8,63.0,14642.0,4,2006,15165,0,0,15165.0,15859.0,1.144942511618814,1,68.54566
89,15,13,2,19.3,42.0,41430.0,4,2006,41684,0,0,41684.0,21000.0,4.67062891197576,0,63.95193999999999
90,14,23,1,22.4,31.0,15427.0,5,2006,15859,0,0,15859.0,48999.0,0.9414538501833138,0,66.88556
91,15,29,7,15.8,46.0,22948.0,5,2006,37496,0,0,37496.0,31997.0,9.409118994588868,1,59.71532
92,15,21,0,17.8,51.0,18241.0,5,2006,20248,0,0,20248.0,17892.0,2.988261645124141,0,62.41222
93,15,3,13,22.8,27.0,11221.0,5,2006,20588,0,0,20588.0,41684.0,4.42053438378506,1,67.00144
94,15,26,10,17.1,54.0,11101.0,5,2006,22331,0,0,22331.0,26827.0,9.402763896733193,0,61.570660000000004
95,16,8,11,17.3,36.0,9031.0,5,2006,21500,0,0,15491.0,36894.0,7.386918540320378,0,61.33072
96,16,5,20,14.4,48.0,17438.0,5,2006,19470,0,0,19470.0,62010.0,0.5250556225315569,1,57.94288
97,19,6,19,14.5,67.0,25687.0,5,2006,41255,0,0,20223.0,72081.0,2.6927804110563915,0,58.081849999999996
98,19,2,24,26.9,95.0,15343.0,7,2006,20261,0,0,21000.0,15165.0,2.3389876032163928,0,79.80345
99,15,1,8,23.2,45.0,25128.0,5,2006,48999,0,0,48999.0,15491.0,0.27263713715669124,1,68.9926
100,15,19,5,22.2,50.0,32073.0,5,2006,72081,0,0,72081.0,19470.0,0.5214669709051666,1,68.121
101,15,24,6,20.0,60.0,36376.0,5,2006,51697,0,0,15165.0,20223.0,1.018700409221481,0,65.8
102,15,7,3,21.3,68.0,21874.0,5,2006,31997,0,0,31997.0,20588.0,4.436373617089188,1,68.16816
103,17,11,26,16.4,94.0,12466.0,5,2006,36894,1,0,36894.0,22331.0,2.1134766075185243,1,61.403839999999995
104,19,13,21,17.3,66.0,42056.0,5,2006,41684,0,0,41684.0,20248.0,2.955125535776775,0,62.17882
105,19,2,23,21.4,42.0,18193.0,5,2006,21000,0,0,21000.0,15859.0,3.1533555791683168,1,66.52611999999999
106,15,20,29,19.6,79.0,56982.0,5,2006,62010,0,0,62010.0,37496.0,0.933039479010391,1,66.20815999999999
107,15,10,0,18.9,82.0,9430.0,5,2006,26827,1,0,26827.0,17892.0,4.244696526304328,1,65.22601999999999
108,19,29,10,21.4,80.0,7427.0,7,2006,37496,0,0,37496.0,26827.0,1.0723635246920684,1,69.1428
109,19,8,24,22.4,83.0,5806.0,7,2006,21500,0,0,15491.0,15165.0,2.122034993492789,0,70.98107999999999
110,19,5,2,21.4,85.0,15322.0,7,2006,19470,0,0,19470.0,21000.0,4.646649083751643,1,69.4871
111,19,23,3,22.3,83.0,8025.0,7,2006,15859,0,0,15859.0,20588.0,2.941463220944641,0,70.81791
112,19,13,20,23.5,76.0,38592.0,7,2006,41684,0,0,41684.0,62010.0,2.085724908037975,0,72.1484
113,19,21,19,22.6,79.0,10183.0,7,2006,20248,0,0,20248.0,72081.0,1.241177900871988,0,70.98446
114,19,6,11,26.5,64.0,6760.0,7,2006,20223,0,0,20223.0,36894.0,4.597967558846954,1,75.4034
115,19,0,7,24.6,79.0,6806.0,7,2006,47853,0,0,17892.0,31997.0,4.111496093981483,0,74.16866
116,19,26,1,23.2,96.0,12142.0,7,2006,22331,0,0,22331.0,48999.0,9.302394005772499,0,73.41328
117,18,1,29,25.1,54.0,17070.0,7,2006,20336,0,0,48999.0,37496.0,1.1606281100632567,0,72.32746
118,18,11,5,24.6,87.0,13432.0,7,2006,36894,0,0,36894.0,19470.0,7.812052320850473,1,74.97298
119,19,8,23,24.5,80.0,7493.0,7,2006,21500,0,0,15491.0,15859.0,1.0853357915373332,0,74.109
120,19,10,20,24.4,77.0,23005.0,7,2006,26827,0,0,26827.0,62010.0,0.32228674774181815,1,73.65312
121,19,24,0,25.1,75.0,13524.0,7,2006,15165,0,0,15165.0,17892.0,2.363453816134353,1,74.54275
122,19,2,6,26.7,75.0,17864.0,7,2006,21000,0,0,21000.0,20223.0,1.4355806377866602,1,77.02674999999999
123,19,7,13,26.1,80.0,19304.0,7,2006,31997,0,0,31997.0,41684.0,8.759669301186257,1,76.6722
124,19,19,26,24.8,84.0,19223.0,7,2006,72081,0,0,72081.0,22331.0,9.345406838835867,1,74.99968
125,19,3,21,22.8,98.0,9005.0,7,2006,20588,1,0,20588.0,20248.0,2.7674375638026625,1,72.87456
126,19,20,7,28.3,68.0,16040.0,7,2006,21500,0,0,62010.0,31997.0,8.498356600991347,0,78.55055999999999
127,19,10,2,26.8,74.0,20425.0,7,2006,26827,0,0,26827.0,21000.0,4.180828086599581,1,77.05968
128,19,13,29,24.5,73.0,39278.0,7,2006,41684,0,0,41684.0,37496.0,2.4684545743898156,0,73.41215
129,19,24,19,25.8,79.0,12875.0,7,2006,15165,0,0,15165.0,72081.0,1.8996680422971235,1,76.07918000000001
130,19,6,8,30.4,66.0,6618.0,7,2006,20223,0,0,20223.0,15491.0,2.805099615178749,1,81.34935999999999
131,19,3,5,30.5,74.0,13225.0,7,2006,20588,0,0,20588.0,19470.0,4.447623230469516,1,82.7673
132,19,0,1,28.8,83.0,8027.0,7,2006,47853,0,0,17892.0,48999.0,4.146696072124529,0,81.42396
133,19,11,23,25.0,89.0,5545.0,7,2006,36894,0,0,36894.0,15859.0,6.305066658679917,1,75.8505
134,19,26,21,28.3,78.0,13655.0,7,2006,22331,0,0,22331.0,20248.0,8.141700843955222,0,79.92226
135,18,8,3,29.8,51.0,7278.0,7,2006,15002,0,0,15491.0,20588.0,4.0253616824898995,0,78.19102
136,18,1,11,27.7,72.0,31684.0,7,2006,48999,0,0,48999.0,36894.0,7.2381737618429725,1,78.18556
137,18,23,20,28.1,62.0,17000.0,7,2006,15859,0,0,15859.0,62010.0,1.1602718017473375,0,77.44278
138,19,29,0,24.1,88.0,14289.0,7,2006,37496,0,0,37496.0,17892.0,5.306948395646035,1,74.23292000000001
139,19,21,24,28.0,65.0,24920.0,7,2006,51697,0,0,20248.0,15165.0,0.6586610746537234,0,77.703
140,19,2,26,27.3,75.0,14621.0,7,2006,21000,0,0,21000.0,22331.0,5.22490798581843,1,77.95824999999999
141,19,7,10,29.6,73.0,20873.0,7,2006,31997,0,0,31997.0,26827.0,8.340986564315822,1,81.22892
142,19,5,6,22.8,74.0,16961.0,7,2006,19470,0,0,19470.0,20223.0,3.2141648638341644,1,70.88928
143,19,19,13,24.7,59.0,24032.0,7,2006,72081,0,0,72081.0,41684.0,2.4350511687668885,1,72.29727
144,18,11,21,27.3,82.0,10569.0,8,2006,36894,0,0,36894.0,20248.0,6.111499469260642,1,78.84914
145,19,20,1,24.1,88.0,50195.0,8,2006,62010,0,0,62010.0,48999.0,0.302127735775785,1,74.23292000000001
146,19,10,19,24.1,81.0,20144.0,8,2006,26827,0,0,26827.0,72081.0,0.0875658301222585,1,73.56379
147,19,13,5,27.2,59.0,41487.0,8,2006,41684,0,0,41684.0,19470.0,2.5418345320547586,0,75.78252
148,19,24,29,24.9,80.0,30353.0,8,2006,51697,0,0,15165.0,37496.0,3.041281707249424,0,74.7498
149,19,6,23,27.1,73.0,12454.0,8,2006,20223,0,0,20223.0,15859.0,1.719862814255843,1,77.39717
150,19,3,2,27.3,76.0,16089.0,8,2006,20588,0,0,20588.0,21000.0,0.2510835706811496,1,78.08552
151,19,0,8,29.4,69.0,12616.0,8,2006,47853,0,0,17892.0,15491.0,4.316484102053422,0,80.33014
152,19,26,7,28.7,75.0,18205.0,8,2006,22331,0,0,22331.0,31997.0,1.2555088041276385,0,80.13175
153,19,29,20,27.8,82.0,34236.0,8,2006,37496,0,0,37496.0,62010.0,0.933039479010391,1,79.66004000000001
154,19,8,2,30.4,66.0,11355.0,8,2006,21500,0,0,15491.0,21000.0,4.238588188952521,0,81.34935999999999
155,19,13,10,29.8,83.0,38611.0,8,2006,41684,0,0,41684.0,26827.0,2.370507222229872,0,83.05565999999999
156,19,21,23,27.4,80.0,15410.0,8,2006,20248,0,0,20248.0,15859.0,0.6446801989203639,0,78.75479999999999
157,19,6,24,28.4,80.0,14392.0,8,2006,20223,0,0,20223.0,15165.0,1.018700409221481,1,80.35679999999999
158,19,0,19,30.6,66.0,18609.0,8,2006,47853,0,0,17892.0,72081.0,4.186544425564481,0,81.64204000000001
159,19,26,3,24.4,84.0,10387.0,8,2006,22331,0,0,22331.0,20588.0,5.438390941169005,0,74.34304
160,18,11,7,27.9,82.0,10145.0,8,2006,36894,0,0,36894.0,31997.0,1.4420280940432435,1,79.82221999999999
161,19,5,1,27.3,89.0,17261.0,8,2006,19470,0,0,19470.0,48999.0,0.6018465077650771,1,79.74003
162,19,20,13,27.6,84.0,34417.0,8,2006,62010,0,0,62010.0,41684.0,2.085724908037975,1,79.59616
163,19,1,26,28.6,64.0,18533.0,8,2006,54224,0,0,48999.0,22331.0,9.302394005772499,0,78.43496
164,19,10,6,28.8,67.0,11306.0,8,2006,26827,0,0,26827.0,20223.0,2.7464450932811366,1,79.15004
165,19,19,8,27.1,80.0,11623.0,8,2006,15440,0,0,72081.0,15491.0,0.40641230065168793,0,78.27420000000001
166,19,23,29,27.3,76.0,12115.0,8,2006,15859,0,0,15859.0,37496.0,2.087311598040404,0,78.08552
167,19,24,5,27.6,81.0,11992.0,8,2006,15165,0,0,15165.0,19470.0,2.4024174507212566,1,79.20544
168,19,3,0,27.5,61.0,11291.0,8,2006,20588,0,0,20588.0,17892.0,0.4258071857002886,1,76.45925
169,19,2,11,27.4,55.0,17826.0,8,2006,21000,0,0,21000.0,36894.0,3.167465712317833,1,75.5483
170,19,7,21,29.3,70.0,18864.0,8,2006,31997,0,0,31997.0,20248.0,7.054945315229953,1,80.3279
171,18,8,10,25.5,72.0,9076.0,8,2006,15002,0,0,15491.0,26827.0,0.32924660701060876,0,74.83539999999999
172,18,29,11,26.0,64.0,14052.0,8,2006,37496,0,0,37496.0,36894.0,8.392282109168226,1,74.6816
173,18,23,24,25.1,75.0,14227.0,8,2006,15859,0,0,15859.0,15165.0,1.144942511618814,0,74.54275
174,19,13,7,27.0,62.0,40466.0,8,2006,41684,0,0,41684.0,31997.0,8.759669301186257,0,75.8766
175,19,21,1,26.8,58.0,16177.0,8,2006,20248,0,0,20248.0,48999.0,1.2476055363715681,0,75.10256
176,19,0,20,29.3,69.0,23386.0,8,2006,47853,0,0,17892.0,62010.0,4.389959331559473,0,80.18083
177,19,26,5,26.6,86.0,17738.0,8,2006,22331,0,0,22331.0,19470.0,9.865163955646018,0,78.19524
178,19,6,2,27.0,73.0,17556.0,8,2006,20223,0,0,20223.0,21000.0,1.4355806377866602,1,77.2439
179,19,3,19,26.3,89.0,8886.0,8,2006,20588,0,0,20588.0,72081.0,3.926170713009434,1,78.04893
180,18,5,10,24.2,82.0,11433.0,8,2006,19470,0,0,19470.0,26827.0,0.47537437180606346,1,73.82156
181,18,29,6,24.4,84.0,9457.0,8,2006,37496,0,0,37496.0,20223.0,3.800931646113362,1,74.34304
182,19,8,26,25.9,68.0,4873.0,8,2006,21500,0,0,15491.0,22331.0,9.462679062160408,0,74.99088
183,19,1,0,26.3,60.0,21041.0,8,2006,54224,0,0,48999.0,17892.0,4.146696072124529,0,74.64519999999999
184,19,19,23,25.1,74.0,12384.0,8,2006,15440,0,0,72081.0,15859.0,1.0242411937141538,0,74.43726
185,19,21,3,26.7,83.0,9249.0,8,2006,20248,0,0,20248.0,20588.0,2.7674375638026625,0,77.99739
186,19,2,13,26.1,63.0,13979.0,8,2006,21000,0,0,21000.0,41684.0,4.67062891197576,1,74.71057
187,19,11,24,25.4,80.0,9513.0,8,2006,36894,0,0,36894.0,15165.0,5.490050145256337,1,75.5508
188,19,7,20,25.7,90.0,27843.0,8,2006,31997,0,0,31997.0,62010.0,8.498356600991347,1,77.14569999999999
189,16,19,10,29.3,68.0,22769.0,9,2006,72081,0,0,72081.0,26827.0,0.0875658301222585,1,80.03376
190,18,11,6,25.6,90.0,9299.0,9,2006,36894,0,0,36894.0,20223.0,4.597967558846954,1,76.9756
191,18,1,23,27.5,79.0,21382.0,9,2006,48999,0,0,48999.0,15859.0,0.9414538501833138,1,78.78575000000001
192,19,5,21,26.2,86.0,13463.0,9,2006,19470,0,0,19470.0,20248.0,1.744733156521656,1,77.53067999999999
193,19,24,13,27.0,90.0,11471.0,9,2006,15165,0,0,15165.0,41684.0,3.3737853295703264,1,79.357
194,19,2,0,29.4,64.0,20463.0,9,2006,21000,0,0,21000.0,17892.0,0.1976272455912901,1,79.58984
195,19,7,26,25.8,86.0,26841.0,9,2006,31997,0,0,31997.0,22331.0,1.2555088041276385,1,76.86612
196,19,29,3,27.3,77.0,9142.0,9,2006,37496,0,0,37496.0,20588.0,5.027910953488735,1,78.21279
197,19,8,20,28.6,75.0,35059.0,9,2006,62010,0,0,15491.0,62010.0,0.08212391779502097,0,79.9765
198,14,3,1,26.1,59.0,8440.0,9,2006,20588,0,0,20588.0,48999.0,3.872697397120639,1,74.24901
199,14,7,2,26.3,88.0,25384.0,9,2006,31997,0,0,31997.0,21000.0,4.205017497984652,1,77.93155999999999
200,15,21,29,25.3,46.0,20800.0,9,2006,54224,0,0,20248.0,37496.0,2.382798432210745,0,71.73662
201,19,20,11,21.3,76.0,39123.0,9,2006,62010,0,0,62010.0,36894.0,7.463756747863722,1,68.71112
202,19,6,13,24.2,58.0,9308.0,9,2006,20223,0,0,20223.0,41684.0,3.4776728784639874,1,71.50363999999999
203,19,0,5,25.0,57.0,19036.0,9,2006,47853,0,0,17892.0,19470.0,4.706090164126706,0,72.50649999999999
204,19,26,19,23.1,88.0,12519.0,9,2006,22331,0,0,22331.0,72081.0,9.345406838835867,0,72.55172
205,19,10,24,21.3,88.0,15482.0,9,2006,26827,1,0,26827.0,15165.0,1.9705829346921657,1,69.52556
206,19,23,8,22.3,79.0,10150.0,9,2006,15859,0,0,15859.0,15491.0,1.0853357915373332,0,70.50683000000001
207,15,20,21,23.3,58.0,48378.0,9,2006,62010,0,0,62010.0,20248.0,1.5360541362107039,1,70.25786
208,15,19,6,23.6,42.0,21665.0,9,2006,72081,0,0,72081.0,20223.0,2.6927804110563915,1,69.22288
209,15,26,0,22.9,55.0,12654.0,9,2006,22331,0,0,22331.0,17892.0,5.1590944173559246,0,69.45304999999999
210,15,24,7,25.2,43.0,11218.0,9,2006,15165,0,0,15165.0,31997.0,6.404779815940364,1,71.29064
211,16,11,8,25.3,41.0,10265.0,9,2006,36894,0,0,36894.0,15491.0,7.386918540320378,1,71.19927
212,18,5,3,20.3,64.0,10857.0,9,2006,19470,0,0,19470.0,20588.0,4.447623230469516,1,66.45308
213,19,2,10,19.8,57.0,17544.0,9,2006,21000,0,0,21000.0,26827.0,4.180828086599581,1,65.36014
214,15,29,1,23.0,52.0,17398.0,9,2006,37496,0,0,37496.0,48999.0,1.1606281100632567,1,69.3344
215,15,13,23,21.4,47.0,40422.0,9,2006,41684,0,0,41684.0,15859.0,2.310844208898552,0,66.87042
216,15,1,13,25.3,49.0,24136.0,9,2006,48999,0,0,48999.0,41684.0,2.268334593309588,1,72.05903
217,15,10,11,24.7,54.0,12029.0,9,2006,26827,0,0,26827.0,36894.0,7.344089248917739,1,71.78962
218,15,19,24,24.3,53.0,25435.0,9,2006,72081,0,0,72081.0,15165.0,1.8996680422971235,1,71.15421
219,17,3,20,23.4,49.0,16492.0,9,2006,20588,0,0,20588.0,62010.0,4.101353663170744,1,69.59834
220,18,5,7,21.8,80.0,10609.0,9,2006,19470,0,0,19470.0,31997.0,8.794114457602493,1,69.7836
221,19,8,6,22.3,78.0,8223.0,9,2006,21500,0,0,15491.0,20223.0,2.805099615178749,0,70.42905999999999
222,19,0,29,23.8,45.0,15186.0,9,2006,47853,0,0,17892.0,37496.0,5.306948395646035,0,69.7459
223,15,23,2,19.8,76.0,15462.0,10,2006,15859,0,0,15859.0,21000.0,3.1533555791683168,0,66.36752
224,15,21,26,19.5,81.0,10807.0,10,2006,20248,0,0,20248.0,22331.0,8.141700843955222,0,66.14905
225,19,3,8,21.6,68.0,5237.0,10,2006,20588,0,0,20588.0,15491.0,4.0253616824898995,1,68.61312
226,15,20,5,23.0,45.0,48952.0,10,2006,62010,0,0,62010.0,19470.0,0.5250556225315569,1,68.7415
227,15,10,7,24.0,40.0,10282.0,10,2006,26827,0,0,26827.0,31997.0,8.340986564315822,1,69.524
228,18,23,11,18.9,45.0,10222.0,10,2006,15859,0,0,15859.0,36894.0,6.305066658679917,0,63.59394999999999
229,14,13,19,16.3,69.0,35603.0,10,2006,41684,0,0,41684.0,72081.0,2.4350511687668885,0,60.770529999999994
230,15,24,2,24.4,36.0,21066.0,10,2006,51697,0,0,15165.0,21000.0,2.3389876032163928,0,69.61215999999999
231,14,6,1,23.5,40.0,10840.0,10,2006,20223,0,0,20223.0,48999.0,2.64280962298933,1,68.92099999999999
232,15,0,21,20.6,49.0,7013.0,10,2006,15516,0,0,17892.0,20248.0,2.988261645124141,0,65.97206
