,id,section,round,temperature,humidity,attendance,capacity_y,is_next_day_holiday,is_this_day_holiday,kick_off_time_is_night,x,y,屋,晴,曇,雨,home_team_encoded,away_team_encoded
27,9217,4,1,15.3,24.0,14815.0,37496,0,1,0,35.989033,140.64299,0,1,0,0,29,23
28,9218,4,1,12.5,47.0,8585.0,22331,0,1,0,33.586304,130.461426,0,0,1,0,26,6
29,9219,4,1,16.5,25.0,43815.0,62010,0,1,0,35.902477,139.713974,0,1,0,0,20,0
30,9220,4,1,7.3,43.0,37585.0,41684,0,1,0,37.882988,139.059891,0,0,1,0,13,24
31,9221,4,1,13.9,32.0,12114.0,20248,0,1,0,34.984898,138.482101,0,1,0,0,21,5
32,9222,4,1,13.4,50.0,17341.0,31997,0,1,0,33.201115,131.656387,0,0,1,0,7,19
33,9223,4,1,16.4,24.0,14191.0,26827,0,1,1,35.586826,139.648911,0,1,0,0,10,1
34,9224,4,1,9.1,66.0,5556.0,20588,0,1,1,34.993237,135.714676,0,1,0,0,3,11
35,9225,4,2,5.9,42.0,9019.0,21000,0,0,1,34.812466,135.540421,0,0,1,0,2,8
36,9226,5,1,15.3,31.0,7354.0,21500,0,0,0,35.869522,139.664871,0,1,0,0,8,21
37,9227,5,1,13.6,58.0,11835.0,15165,0,0,0,34.723106,137.877701,0,1,0,0,24,10
38,9228,5,1,12.8,30.0,9442.0,47853,0,0,0,34.616272,135.516663,0,1,0,0,0,13
39,9229,5,1,14.3,29.0,13067.0,36894,0,0,0,34.439636,132.394974,0,1,0,0,11,2
40,9230,5,1,13.9,45.0,50572.0,72081,0,0,0,35.51012,139.606674,0,1,0,0,19,20
41,9231,5,1,11.4,46.0,8604.0,15859,0,0,1,35.62075,138.588425,0,1,0,0,23,26
42,9232,5,1,9.9,63.0,16546.0,19470,0,0,1,35.574673,140.12413,0,1,0,0,5,29
43,9233,5,2,15.9,44.0,11878.0,20223,0,0,0,35.124908,136.941589,0,1,0,0,6,7
44,9234,5,2,16.1,38.0,17033.0,48999,0,0,1,35.66367,139.5289,0,0,1,0,1,3
45,9235,6,1,13.8,46.0,20977.0,72081,0,0,0,35.51012,139.606674,0,1,0,0,19,1
46,9236,6,1,13.1,33.0,6282.0,47853,0,0,0,34.616272,135.516663,0,0,1,0,0,23
47,9237,6,1,10.0,64.0,10661.0,20248,0,0,1,34.984898,138.482101,0,0,1,0,21,2
48,9238,6,2,16.0,85.0,3670.0,20588,0,0,0,34.993237,135.714676,0,0,0,1,3,26
49,9239,6,2,16.9,69.0,11747.0,37496,0,0,0,35.989033,140.64299,0,0,1,0,29,8
50,9240,6,2,15.6,83.0,10316.0,26827,0,0,0,35.586826,139.648911,0,0,0,1,10,5
51,9241,6,2,10.5,71.0,34071.0,41684,0,0,0,37.882988,139.059891,0,0,0,1,13,11
52,9242,6,2,21.2,29.0,17406.0,31997,0,0,0,33.201115,131.656387,1,0,0,0,7,24
53,9243,6,2,15.9,79.0,44625.0,62010,0,0,1,35.902477,139.713974,0,0,1,0,20,6
54,9244,7,1,7.9,45.0,14599.0,20336,0,0,0,36.179623,137.917252,0,0,1,0,23,13
55,9245,7,1,17.4,28.0,8370.0,21500,0,0,0,35.869522,139.664871,0,1,0,0,8,19
56,9246,7,1,14.8,53.0,8770.0,19470,0,0,0,35.574673,140.12413,0,1,0,0,5,0
57,9247,7,1,13.9,37.0,15311.0,41255,0,0,0,35.084568,137.171265,1,0,0,0,6,3
58,9248,7,1,19.1,17.0,7418.0,36894,0,0,0,34.439636,132.394974,0,1,0,0,11,10
59,9249,7,1,15.5,25.0,24214.0,48999,0,0,1,35.66367,139.5289,0,1,0,0,1,24
60,9250,7,1,12.9,31.0,17967.0,21000,0,0,1,34.812466,135.540421,0,0,1,0,2,29
61,9251,7,2,18.6,37.0,10039.0,20248,0,0,0,34.984898,138.482101,0,1,0,0,21,7
62,9252,7,2,20.3,28.0,21545.0,22331,0,0,0,33.586304,130.461426,0,0,1,0,26,20
63,9253,8,1,10.4,51.0,12361.0,37496,0,0,0,35.989033,140.64299,0,1,0,0,29,21
64,9254,8,1,13.8,35.0,40657.0,62010,0,0,0,35.902477,139.713974,0,1,0,0,20,3
65,9255,8,1,12.5,71.0,10421.0,47853,0,0,0,34.616272,135.516663,0,0,0,1,0,26
66,9256,8,1,10.6,87.0,15138.0,31997,0,0,0,33.201115,131.656387,1,0,0,0,7,23
67,9257,8,1,15.6,24.0,39322.0,41684,0,0,0,37.882988,139.059891,0,1,0,0,13,6
68,9258,8,1,12.4,29.0,21190.0,48999,0,0,1,35.66367,139.5289,0,1,0,0,1,5
69,9259,8,1,10.7,36.0,28885.0,72081,0,0,1,35.51012,139.606674,0,1,0,0,19,2
70,9260,8,2,11.4,69.0,11149.0,26827,0,0,0,35.586826,139.648911,0,0,1,0,10,8
71,9261,8,2,18.2,42.0,11788.0,15165,0,0,0,34.723106,137.877701,0,1,0,0,24,11
72,9262,9,1,17.0,44.0,11810.0,20223,0,0,0,35.124908,136.941589,0,0,1,0,6,10
73,9263,9,1,15.8,42.0,15103.0,21000,0,0,0,34.812466,135.540421,0,0,1,0,2,1
74,9264,9,1,18.3,28.0,6162.0,21500,0,0,0,35.869522,139.664871,0,1,0,0,8,7
75,9265,9,1,15.8,48.0,15184.0,19470,0,0,0,35.574673,140.12413,0,1,0,0,5,24
76,9266,9,1,16.1,50.0,12295.0,20588,0,0,0,34.993237,135.714676,0,0,1,0,3,29
77,9267,9,1,10.1,83.0,6794.0,36894,0,0,0,34.439636,132.394974,0,0,0,1,11,0
78,9268,9,1,13.5,60.0,23406.0,51697,0,0,1,34.744198,137.969711,0,0,1,0,21,20
79,9269,9,2,18.3,55.0,14615.0,15859,0,0,0,35.62075,138.588425,0,0,1,0,23,19
80,9270,9,2,18.1,66.0,8667.0,22331,0,0,0,33.586304,130.461426,0,1,0,0,26,13
81,9271,1,1,18.8,53.0,13450.0,37496,0,1,0,35.989033,140.64299,0,0,1,0,29,26
82,9272,1,1,16.1,70.0,54774.0,62010,0,1,0,35.902477,139.713974,0,0,1,0,20,8
83,9273,1,1,15.8,76.0,13300.0,26827,0,1,0,35.586826,139.648911,0,0,0,1,10,21
84,9274,1,1,16.3,78.0,20232.0,72081,0,1,0,35.51012,139.606674,0,0,1,0,19,11
85,9275,1,1,17.8,48.0,20268.0,47853,0,1,0,34.616272,135.516663,0,1,0,0,0,3
86,9276,1,1,21.6,61.0,20543.0,31997,0,1,0,33.201115,131.656387,0,1,0,0,7,5
87,9277,1,1,15.2,70.0,22188.0,48999,0,1,1,35.66367,139.5289,0,0,1,0,1,6
88,9278,1,2,21.8,63.0,14642.0,15165,0,0,0,34.723106,137.877701,0,1,0,0,24,23
89,9279,1,2,19.3,42.0,41430.0,41684,0,0,0,37.882988,139.059891,0,0,0,1,13,2
90,9280,1,1,22.4,31.0,15427.0,15859,1,1,0,35.62075,138.588425,0,1,0,0,23,1
91,9281,1,1,15.8,46.0,22948.0,37496,1,1,0,35.989033,140.64299,0,1,0,0,29,7
92,9282,1,1,17.8,51.0,18241.0,20248,1,1,0,34.984898,138.482101,0,1,0,0,21,0
93,9283,1,1,22.8,27.0,11221.0,20588,1,1,0,34.993237,135.714676,0,1,0,0,3,13
94,9284,1,1,17.1,54.0,11101.0,22331,1,1,0,33.586304,130.461426,0,1,0,0,26,10
95,9285,1,1,17.3,36.0,9031.0,21500,1,1,1,35.869522,139.664871,0,1,0,0,8,11
96,9286,1,1,14.4,48.0,17438.0,19470,1,1,1,35.574673,140.12413,0,1,0,0,5,20
97,9287,1,1,14.5,67.0,25687.0,41255,1,1,1,35.084568,137.171265,0,1,0,0,6,19
98,9288,1,2,26.9,95.0,15343.0,20261,0,0,1,36.57584,136.605255,0,0,0,1,2,24
99,9289,1,1,23.2,45.0,25128.0,48999,0,0,0,35.66367,139.5289,0,1,0,0,1,8
100,9290,1,1,22.2,50.0,32073.0,72081,0,0,0,35.51012,139.606674,0,1,0,0,19,5
101,9291,1,1,20.0,60.0,36376.0,51697,0,0,0,34.744198,137.969711,0,0,1,0,24,6
102,9292,1,1,21.3,68.0,21874.0,31997,0,0,0,33.201115,131.656387,1,0,0,0,7,3
103,9293,1,1,16.4,94.0,12466.0,36894,0,0,1,34.439636,132.394974,0,0,0,1,11,26
104,9294,1,1,17.3,66.0,42056.0,41684,0,0,1,37.882988,139.059891,0,1,0,0,13,21
105,9295,1,1,21.4,42.0,18193.0,21000,0,0,1,34.812466,135.540421,0,0,1,0,2,23
106,9296,1,2,19.6,79.0,56982.0,62010,0,0,0,35.902477,139.713974,0,0,0,1,20,29
107,9297,1,2,18.9,82.0,9430.0,26827,0,0,0,35.586826,139.648911,0,0,0,1,10,0
108,9298,1,1,21.4,80.0,7427.0,37496,0,0,1,35.989033,140.64299,0,0,1,0,29,10
109,9299,1,1,22.4,83.0,5806.0,21500,0,0,1,35.869522,139.664871,0,0,1,0,8,24
110,9300,1,1,21.4,85.0,15322.0,19470,0,0,1,35.574673,140.12413,0,0,1,0,5,2
111,9301,1,1,22.3,83.0,8025.0,15859,0,0,1,35.62075,138.588425,0,0,1,0,23,3
112,9302,1,1,23.5,76.0,38592.0,41684,0,0,1,37.882988,139.059891,0,1,0,0,13,20
113,9303,1,1,22.6,79.0,10183.0,20248,0,0,1,34.984898,138.482101,0,0,1,0,21,19
114,9304,1,1,26.5,64.0,6760.0,20223,0,0,1,35.124908,136.941589,0,1,0,0,6,11
115,9305,1,1,24.6,79.0,6806.0,47853,0,0,1,34.616272,135.516663,0,0,1,0,0,7
116,9306,1,1,23.2,96.0,12142.0,22331,0,0,1,33.586304,130.461426,0,0,0,1,26,1
117,9307,1,1,25.1,54.0,17070.0,20336,0,0,1,36.179623,137.917252,0,1,0,0,1,29
118,9308,1,1,24.6,87.0,13432.0,36894,0,0,1,34.439636,132.394974,0,1,0,0,11,5
119,9309,1,1,24.5,80.0,7493.0,21500,0,0,1,35.869522,139.664871,0,0,1,0,8,23
120,9310,1,1,24.4,77.0,23005.0,26827,0,0,1,35.586826,139.648911,0,0,1,0,10,20
121,9311,1,1,25.1,75.0,13524.0,15165,0,0,1,34.723106,137.877701,0,0,1,0,24,0
122,9312,1,1,26.7,75.0,17864.0,21000,0,0,1,34.812466,135.540421,0,0,1,0,2,6
123,9313,1,1,26.1,80.0,19304.0,31997,0,0,1,33.201115,131.656387,0,0,1,0,7,13
124,9314,1,2,24.8,84.0,19223.0,72081,0,0,1,35.51012,139.606674,0,0,1,0,19,26
125,9315,1,2,22.8,98.0,9005.0,20588,0,0,1,34.993237,135.714676,0,0,0,1,3,21
126,9316,1,1,28.3,68.0,16040.0,21500,0,0,1,35.869522,139.664871,0,1,0,0,20,7
127,9317,1,1,26.8,74.0,20425.0,26827,0,0,1,35.586826,139.648911,0,1,0,0,10,2
128,9318,1,1,24.5,73.0,39278.0,41684,0,0,1,37.882988,139.059891,0,1,0,0,13,29
129,9319,1,1,25.8,79.0,12875.0,15165,0,0,1,34.723106,137.877701,0,1,0,0,24,19
130,9320,1,1,30.4,66.0,6618.0,20223,0,0,1,35.124908,136.941589,0,1,0,0,6,8
131,9321,1,1,30.5,74.0,13225.0,20588,0,0,1,34.993237,135.714676,0,1,0,0,3,5
132,9322,1,1,28.8,83.0,8027.0,47853,0,0,1,34.616272,135.516663,0,1,0,0,0,1
133,9323,1,1,25.0,89.0,5545.0,36894,0,0,1,34.439636,132.394974,0,0,1,0,11,23
134,9324,1,1,28.3,78.0,13655.0,22331,0,0,1,33.586304,130.461426,0,1,0,0,26,21
135,9325,1,1,29.8,51.0,7278.0,15002,0,0,1,36.166973,139.404068,0,0,1,0,8,3
136,9326,1,1,27.7,72.0,31684.0,48999,0,0,1,35.66367,139.5289,0,0,1,0,1,11
137,9327,1,1,28.1,62.0,17000.0,15859,0,0,1,35.62075,138.588425,0,0,1,0,23,20
138,9328,1,1,24.1,88.0,14289.0,37496,0,0,1,35.989033,140.64299,0,0,1,0,29,0
139,9329,1,1,28.0,65.0,24920.0,51697,0,0,1,34.744198,137.969711,0,0,1,0,21,24
140,9330,1,1,27.3,75.0,14621.0,21000,0,0,1,34.812466,135.540421,0,1,0,0,2,26
141,9331,1,1,29.6,73.0,20873.0,31997,0,0,1,33.201115,131.656387,0,1,0,0,7,10
142,9332,1,2,22.8,74.0,16961.0,19470,0,0,1,35.574673,140.12413,0,1,0,0,5,6
143,9333,1,2,24.7,59.0,24032.0,72081,0,0,1,35.51012,139.606674,0,0,1,0,19,13
144,9334,1,1,27.3,82.0,10569.0,36894,0,0,1,34.439636,132.394974,0,1,0,0,11,21
145,9335,1,1,24.1,88.0,50195.0,62010,0,0,1,35.902477,139.713974,0,1,0,0,20,1
146,9336,1,1,24.1,81.0,20144.0,26827,0,0,1,35.586826,139.648911,0,0,1,0,10,19
147,9337,1,1,27.2,59.0,41487.0,41684,0,0,1,37.882988,139.059891,0,1,0,0,13,5
148,9338,1,1,24.9,80.0,30353.0,51697,0,0,1,34.744198,137.969711,0,0,1,0,24,29
149,9339,1,1,27.1,73.0,12454.0,20223,0,0,1,35.124908,136.941589,0,0,1,0,6,23
150,9340,1,1,27.3,76.0,16089.0,20588,0,0,1,34.993237,135.714676,0,1,0,0,3,2
151,9341,1,1,29.4,69.0,12616.0,47853,0,0,1,34.616272,135.516663,0,1,0,0,0,8
152,9342,1,1,28.7,75.0,18205.0,22331,0,0,1,33.586304,130.461426,0,1,0,0,26,7
153,9343,1,1,27.8,82.0,34236.0,37496,0,0,1,35.989033,140.64299,0,0,1,0,29,20
154,9344,1,1,30.4,66.0,11355.0,21500,0,0,1,35.869522,139.664871,0,1,0,0,8,2
155,9345,1,1,29.8,83.0,38611.0,41684,0,0,1,37.882988,139.059891,0,1,0,0,13,10
156,9346,1,1,27.4,80.0,15410.0,20248,0,0,1,34.984898,138.482101,0,1,0,0,21,23
157,9347,1,1,28.4,80.0,14392.0,20223,0,0,1,35.124908,136.941589,0,1,0,0,6,24
158,9348,1,1,30.6,66.0,18609.0,47853,0,0,1,34.616272,135.516663,0,0,1,0,0,19
159,9349,1,1,24.4,84.0,10387.0,22331,0,0,1,33.586304,130.461426,0,0,1,0,26,3
160,9350,1,2,27.9,82.0,10145.0,36894,0,0,1,34.439636,132.394974,0,1,0,0,11,7
161,9351,1,2,27.3,89.0,17261.0,19470,0,0,1,35.574673,140.12413,0,1,0,0,5,1
162,9352,1,1,27.6,84.0,34417.0,62010,0,0,1,35.902477,139.713974,0,1,0,0,20,13
163,9353,1,1,28.6,64.0,18533.0,54224,0,0,1,35.678047,139.714859,0,0,1,0,1,26
164,9354,1,1,28.8,67.0,11306.0,26827,0,0,1,35.586826,139.648911,0,0,1,0,10,6
165,9355,1,1,27.1,80.0,11623.0,15440,0,0,1,35.470428,139.602768,0,0,1,0,19,8
166,9356,1,1,27.3,76.0,12115.0,15859,0,0,1,35.62075,138.588425,0,0,1,0,23,29
167,9357,1,1,27.6,81.0,11992.0,15165,0,0,1,34.723106,137.877701,0,0,1,0,24,5
168,9358,1,1,27.5,61.0,11291.0,20588,0,0,1,34.993237,135.714676,0,1,0,0,3,0
169,9359,1,1,27.4,55.0,17826.0,21000,0,0,1,34.812466,135.540421,0,1,0,0,2,11
170,9360,1,1,29.3,70.0,18864.0,31997,0,0,1,33.201115,131.656387,0,1,0,0,7,21
171,9361,2,1,25.5,72.0,9076.0,15002,0,0,1,36.166973,139.404068,0,0,1,0,8,10
172,9362,2,1,26.0,64.0,14052.0,37496,0,0,1,35.989033,140.64299,0,0,1,0,29,11
173,9363,2,1,25.1,75.0,14227.0,15859,0,0,1,35.62075,138.588425,0,0,0,1,23,24
174,9364,2,1,27.0,62.0,40466.0,41684,0,0,1,37.882988,139.059891,0,1,0,0,13,7
175,9365,2,1,26.8,58.0,16177.0,20248,0,0,1,34.984898,138.482101,0,0,1,0,21,1
176,9366,2,1,29.3,69.0,23386.0,47853,0,0,1,34.616272,135.516663,0,0,1,0,0,20
177,9367,2,1,26.6,86.0,17738.0,22331,0,0,1,33.586304,130.461426,0,1,0,0,26,5
178,9368,2,2,27.0,73.0,17556.0,20223,0,0,1,35.124908,136.941589,0,0,1,0,6,2
179,9369,2,2,26.3,89.0,8886.0,20588,0,0,1,34.993237,135.714676,0,0,1,0,3,19
180,9370,2,1,24.2,82.0,11433.0,19470,0,0,1,35.574673,140.12413,0,0,1,0,5,10
181,9371,2,1,24.4,84.0,9457.0,37496,0,0,1,35.989033,140.64299,0,0,1,0,29,6
182,9372,2,1,25.9,68.0,4873.0,21500,0,0,1,35.869522,139.664871,0,0,1,0,8,26
183,9373,2,1,26.3,60.0,21041.0,54224,0,0,1,35.678047,139.714859,0,0,1,0,1,0
184,9374,2,1,25.1,74.0,12384.0,15440,0,0,1,35.470428,139.602768,0,0,0,1,19,23
185,9375,2,1,26.7,83.0,9249.0,20248,0,0,1,34.984898,138.482101,0,0,1,0,21,3
186,9376,2,1,26.1,63.0,13979.0,21000,0,0,1,34.812466,135.540421,0,0,1,0,2,13
187,9377,2,1,25.4,80.0,9513.0,36894,0,0,1,34.439636,132.394974,0,0,1,0,11,24
188,9378,2,1,25.7,90.0,27843.0,31997,0,0,1,33.201115,131.656387,1,0,0,0,7,20
189,9379,2,1,29.3,68.0,22769.0,72081,0,0,1,35.51012,139.606674,0,1,0,0,19,10
190,9380,2,1,25.6,90.0,9299.0,36894,0,0,1,34.439636,132.394974,0,0,1,0,11,6
191,9381,2,1,27.5,79.0,21382.0,48999,0,0,1,35.66367,139.5289,0,0,1,0,1,23
192,9382,2,1,26.2,86.0,13463.0,19470,0,0,1,35.574673,140.12413,0,0,1,0,5,21
193,9383,2,1,27.0,90.0,11471.0,15165,0,0,1,34.723106,137.877701,0,1,0,0,24,13
194,9384,2,1,29.4,64.0,20463.0,21000,0,0,1,34.812466,135.540421,0,1,0,0,2,0
195,9385,2,1,25.8,86.0,26841.0,31997,0,0,1,33.201115,131.656387,1,0,0,0,7,26
196,9386,2,2,27.3,77.0,9142.0,37496,0,0,1,35.989033,140.64299,0,1,0,0,29,3
197,9387,2,2,28.6,75.0,35059.0,62010,0,0,1,35.902477,139.713974,0,1,0,0,8,20
198,9388,2,1,26.1,59.0,8440.0,20588,0,0,0,34.993237,135.714676,0,0,1,0,3,1
199,9389,2,1,26.3,88.0,25384.0,31997,0,0,0,33.201115,131.656387,0,0,1,0,7,2
200,9390,2,1,25.3,46.0,20800.0,54224,0,0,0,35.678047,139.714859,0,0,1,0,21,29
201,9391,2,1,21.3,76.0,39123.0,62010,0,0,1,35.902477,139.713974,0,0,1,0,20,11
202,9392,2,1,24.2,58.0,9308.0,20223,0,0,1,35.124908,136.941589,0,0,1,0,6,13
203,9393,2,1,25.0,57.0,19036.0,47853,0,0,1,34.616272,135.516663,0,1,0,0,0,5
204,9394,2,1,23.1,88.0,12519.0,22331,0,0,1,33.586304,130.461426,0,0,0,1,26,19
205,9395,2,2,21.3,88.0,15482.0,26827,1,0,1,35.586826,139.648911,0,0,0,1,10,24
206,9396,2,2,22.3,79.0,10150.0,15859,1,0,1,35.62075,138.588425,0,0,1,0,23,8
207,9397,2,1,23.3,58.0,48378.0,62010,0,1,0,35.902477,139.713974,0,1,0,0,20,21
208,9398,2,1,23.6,42.0,21665.0,72081,0,1,0,35.51012,139.606674,0,1,0,0,19,6
209,9399,2,1,22.9,55.0,12654.0,22331,0,1,0,33.586304,130.461426,0,1,0,0,26,0
210,9400,2,1,25.2,43.0,11218.0,15165,0,1,0,34.723106,137.877701,0,1,0,0,24,7
211,9401,2,1,25.3,41.0,10265.0,36894,0,1,1,34.439636,132.394974,0,1,0,0,11,8
212,9402,2,1,20.3,64.0,10857.0,19470,0,1,1,35.574673,140.12413,0,0,1,0,5,3
213,9403,2,1,19.8,57.0,17544.0,21000,0,1,1,34.812466,135.540421,0,1,0,0,2,10
214,9404,2,2,23.0,52.0,17398.0,37496,0,0,0,35.989033,140.64299,0,1,0,0,29,1
215,9405,2,2,21.4,47.0,40422.0,41684,0,0,0,37.882988,139.059891,0,1,0,0,13,23
216,9406,2,1,25.3,49.0,24136.0,48999,0,0,0,35.66367,139.5289,0,1,0,0,1,13
217,9407,2,1,24.7,54.0,12029.0,26827,0,0,0,35.586826,139.648911,0,0,1,0,10,11
218,9408,2,1,24.3,53.0,25435.0,72081,0,0,0,35.51012,139.606674,0,0,1,0,19,24
219,9409,2,1,23.4,49.0,16492.0,20588,0,0,1,34.993237,135.714676,0,1,0,0,3,20
220,9410,2,1,21.8,80.0,10609.0,19470,0,0,1,35.574673,140.12413,0,1,0,0,5,7
221,9411,2,1,22.3,78.0,8223.0,21500,0,0,1,35.869522,139.664871,0,0,1,0,8,6
222,9412,2,1,23.8,45.0,15186.0,47853,0,0,1,34.616272,135.516663,0,1,0,0,0,29
223,9413,2,2,19.8,76.0,15462.0,15859,0,0,0,35.62075,138.588425,0,0,0,1,23,2
224,9414,2,2,19.5,81.0,10807.0,20248,0,0,0,34.984898,138.482101,0,0,0,1,21,26
225,9415,2,1,21.6,68.0,5237.0,20588,0,0,1,34.993237,135.714676,0,1,0,0,3,8
226,9416,2,2,23.0,45.0,48952.0,62010,0,0,0,35.902477,139.713974,0,1,0,0,20,5
227,9417,2,2,24.0,40.0,10282.0,26827,0,0,0,35.586826,139.648911,0,1,0,0,10,7
228,9418,2,2,18.9,45.0,10222.0,15859,0,0,1,35.62075,138.588425,0,1,0,0,23,11
229,9419,2,2,16.3,69.0,35603.0,41684,0,0,0,37.882988,139.059891,0,0,0,1,13,19
230,9420,2,2,24.4,36.0,21066.0,51697,0,0,0,34.744198,137.969711,0,1,0,0,24,2
231,9421,2,2,23.5,40.0,10840.0,20223,0,0,0,35.124908,136.941589,0,1,0,0,6,1
232,9422,2,2,20.6,49.0,7013.0,15516,0,0,0,34.616272,135.516663,0,0,1,0,0,21
233,9423,2,2,22.8,59.0,12181.0,22331,0,0,0,33.586304,130.461426,0,1,0,0,26,29
234,9424,2,1,19.1,46.0,15315.0,37496,0,0,0,35.989033,140.64299,0,1,0,0,29,5
235,9425,2,1,17.9,54.0,14383.0,26827,0,0,1,35.586826,139.648911,0,0,1,0,10,23
236,9426,2,1,21.6,45.0,36272.0,41684,0,0,0,37.882988,139.059891,0,1,0,0,13,3
237,9427,2,1,22.0,46.0,11490.0,15165,0,0,0,34.723106,137.877701,0,0,1,0,24,8
238,9428,2,1,23.5,51.0,9888.0,20223,0,0,0,35.124908,136.941589,0,0,1,0,6,21
239,9429,2,1,26.3,45.0,16281.0,21000,0,0,0,34.812466,135.540421,0,1,0,0,2,19
240,9430,2,1,33.1,26.0,12843.0,30684,0,0,0,32.84272,130.791931,0,1,0,0,7,0
241,9431,2,2,21.8,47.0,17541.0,21500,0,0,0,35.869522,139.664871,0,1,0,0,20,26
242,9432,2,2,24.4,43.0,11689.0,36894,0,0,0,34.439636,132.394974,0,1,0,0,11,1
243,9433,2,1,18.9,65.0,50134.0,62010,0,0,1,35.902477,139.713974,0,1,0,0,20,10
244,9434,2,1,20.3,54.0,12863.0,19470,0,0,0,35.574673,140.12413,0,1,0,0,5,8
245,9435,2,1,21.3,52.0,24333.0,72081,0,0,0,35.51012,139.606674,0,1,0,0,19,29
246,9436,2,1,24.3,42.0,9747.0,15859,0,0,0,35.62075,138.588425,0,1,0,0,23,6
247,9437,2,1,21.8,66.0,13244.0,20248,0,0,0,34.984898,138.482101,0,1,0,0,21,13
248,9438,2,1,23.1,40.0,8491.0,20588,0,0,0,34.993237,135.714676,0,1,0,0,3,7
249,9439,2,1,24.8,37.0,16445.0,22331,0,0,0,33.586304,130.461426,0,1,0,0,26,24
250,9440,2,2,21.8,60.0,36161.0,48999,0,0,0,35.66367,139.5289,0,0,1,0,1,2
251,9441,2,2,24.8,47.0,7897.0,15516,0,0,0,34.616272,135.516663,0,0,1,0,0,11
252,9442,2,1,21.3,51.0,10074.0,21500,0,0,0,35.869522,139.664871,0,0,1,0,8,1
253,9443,2,1,22.1,52.0,10505.0,26827,0,0,0,35.586826,139.648911,0,1,0,0,10,3
254,9444,2,1,22.5,45.0,9852.0,15859,0,0,0,35.62075,138.588425,0,1,0,0,23,0
255,9445,2,1,20.3,48.0,38203.0,41684,0,0,0,37.882988,139.059891,0,1,0,0,13,26
256,9446,2,1,22.2,66.0,16162.0,15165,0,0,0,34.723106,137.877701,0,1,0,0,24,20
257,9447,2,1,22.9,37.0,18534.0,41255,0,0,0,35.084568,137.171265,0,1,0,0,6,5
258,9448,2,1,23.0,55.0,16162.0,36894,0,0,0,34.439636,132.394974,0,1,0,0,11,19
259,9449,2,2,22.2,43.0,19170.0,21000,0,0,0,34.812466,135.540421,0,0,1,0,2,21
