,id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance,capacity_y,address
11,9201,2006-03-11,15,第2節,第1日,新潟,FC東京,新潟スタジアム,曇,15.4,43.0,BS/J SPORTS(録),40266.0,41684,新潟県新潟市中央区清五郎67-12
12,9202,2006-03-11,15,第2節,第1日,清水,名古屋,日本平スタジアム,曇,13.6,70.0,テレビ静岡/J SPORTS,13054.0,20248,静岡県静岡市清水区村松3880−1
13,9203,2006-03-11,16,第2節,第1日,鹿島,横浜FM,県立カシマサッカースタジアム,晴,13.8,66.0,NHK総合/J SPORTS(録),22454.0,37496,茨城県鹿嶋市神向寺後山26-2
14,9204,2006-03-11,16,第2節,第1日,京都,川崎F,京都市西京極総合運動公園陸上競技場兼球技場,晴,16.4,50.0,NHK大阪/BS-i/KBS京都(録)/J SPORTS(録),7921.0,20588,京都府京都市右京区西京極新明町29
15,9205,2006-03-11,19,第2節,第1日,福岡,大宮,東平尾公園博多の森球技場,曇,15.4,66.0,BS/テレビ西日本(録)/J SPORTS(録),12040.0,22331,福岡県福岡市博多区東平尾公園2丁目1−2
16,9206,2006-03-12,14,第2節,第2日,大分,広島,九州石油ドーム,屋内,9.4,54.0,BS-i/J SPORTS(録),17043.0,31997,大分県大分市横尾1351
17,9207,2006-03-12,15,第2節,第2日,C大阪,G大阪,大阪長居スタジアム,曇,10.6,67.0,BS/J SPORTS(録),30561.0,47853,大阪府大阪市東住吉区長居公園1-1
18,9208,2006-03-18,14,第3節,第1日,FC東京,清水,味の素スタジアム,曇時々晴,14.8,44.0,BS-i/MXテレビ(録)/J SPORTS(録),19011.0,48999,東京都調布市西町376-3
19,9209,2006-03-18,14,第3節,第1日,磐田,京都,ヤマハスタジアム(磐田),雨,11.6,80.0,静岡放送/KBS京都(録)/J SPORTS(録),10560.0,15165,静岡県磐田市新貝2500
20,9210,2006-03-18,14,第3節,第1日,広島,浦和,広島ビッグアーチ,雨,8.4,87.0,NHK広島/スカイパーフェクTV!/J SPORTS(録),16742.0,36894,広島県広島市安佐南区大塚西5丁目1−1
21,9211,2006-03-18,15,第3節,第1日,大宮,新潟,埼玉スタジアム2002,曇,15.3,46.0,テレビ埼玉(録)/J SPORTS(録),9368.0,62010,埼玉県さいたま市緑区美園2丁目1
22,9212,2006-03-18,15,第3節,第1日,甲府,川崎F,山梨県小瀬スポーツ公園陸上競技場,曇,14.7,39.0,BS/J SPORTS(録),9082.0,15859,山梨県甲府市小瀬町840
23,9213,2006-03-18,15,第3節,第1日,名古屋,鹿島,豊田スタジアム,屋内,10.3,73.0,名古屋テレビ/J SPORTS(録),22651.0,41255,愛知県豊田市千石町7-2
24,9214,2006-03-18,16,第3節,第1日,千葉,福岡,フクダ電子アリーナ,曇のち雨,13.9,58.0,J SPORTS,8567.0,19470,千葉県千葉市中央区川崎町1-20
25,9215,2006-03-18,16,第3節,第1日,横浜FM,C大阪,日産スタジアム,雨,12.3,76.0,BS-i/J SPORTS(録),19307.0,72081,神奈川県横浜市港北区小机町3300
26,9216,2006-03-18,19,第3節,第1日,G大阪,大分,万博記念競技場,雨,9.0,79.0,BS/J SPORTS(録),8388.0,21000,大阪府吹田市千里万博公園5-2
27,9217,2006-03-21,14,第4節,第1日,鹿島,甲府,県立カシマサッカースタジアム,晴,15.3,24.0,BS-i/J SPORTS(録),14815.0,37496,茨城県鹿嶋市神向寺後山26-2
28,9218,2006-03-21,14,第4節,第1日,福岡,名古屋,東平尾公園博多の森球技場,曇のち雨,12.5,47.0,NHK福岡/NHK名古屋/J SPORTS(録),8585.0,22331,福岡県福岡市博多区東平尾公園2丁目1−2
29,9219,2006-03-21,15,第4節,第1日,浦和,C大阪,埼玉スタジアム2002,晴,16.5,25.0,BS/テレビ埼玉(録)/J SPORTS(録),43815.0,62010,埼玉県さいたま市緑区美園2丁目1
30,9220,2006-03-21,15,第4節,第1日,新潟,磐田,新潟スタジアム,曇,7.3,43.0,新潟テレビ21/J SPORTS(録),37585.0,41684,新潟県新潟市中央区清五郎67-12
31,9221,2006-03-21,15,第4節,第1日,清水,千葉,日本平スタジアム,晴,13.9,32.0,テレビ静岡/J SPORTS(録),12114.0,20248,静岡県静岡市清水区村松3880−1
32,9222,2006-03-21,15,第4節,第1日,大分,横浜FM,九州石油ドーム,曇時々晴,13.4,50.0,J SPORTS,17341.0,31997,大分県大分市横尾1351
33,9223,2006-03-21,16,第4節,第1日,川崎F,FC東京,等々力陸上競技場,晴,16.4,24.0,BS-i/J SPORTS(録),14191.0,26827,神奈川県川崎市中原区等々力1-1
34,9224,2006-03-21,19,第4節,第1日,京都,広島,京都市西京極総合運動公園陸上競技場兼球技場,晴,9.1,66.0,BS/KBS京都(録)/J SPORTS(録),5556.0,20588,京都府京都市右京区西京極新明町29
35,9225,2006-03-29,19,第4節,第2日,G大阪,大宮,万博記念競技場,曇,5.9,42.0,スカイパーフェクTV!/J SPORTS(録),9019.0,21000,大阪府吹田市千里万博公園5-2
36,9226,2006-03-25,15,第5節,第1日,大宮,清水,さいたま市浦和駒場スタジアム,晴,15.3,31.0,J SPORTS(録),7354.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
37,9227,2006-03-25,15,第5節,第1日,磐田,川崎F,ヤマハスタジアム(磐田),晴,13.6,58.0,BS/J SPORTS(録),11835.0,15165,静岡県磐田市新貝2500
38,9228,2006-03-25,15,第5節,第1日,C大阪,新潟,大阪長居スタジアム,晴,12.8,30.0,スカイパーフェクTV!/J SPORTS(録),9442.0,47853,大阪府大阪市東住吉区長居公園1-1
39,9229,2006-03-25,15,第5節,第1日,広島,G大阪,広島ビッグアーチ,晴,14.3,29.0,J SPORTS,13067.0,36894,広島県広島市安佐南区大塚西5丁目1−1
40,9230,2006-03-25,15,第5節,第1日,横浜FM,浦和,日産スタジアム,晴,13.9,45.0,TBS(単)/J SPORTS(録),50572.0,72081,神奈川県横浜市港北区小机町3300
41,9231,2006-03-25,18,第5節,第1日,甲府,福岡,山梨県小瀬スポーツ公園陸上競技場,晴,11.4,46.0,BS-i/J SPORTS(録),8604.0,15859,山梨県甲府市小瀬町840
42,9232,2006-03-25,19,第5節,第1日,千葉,鹿島,フクダ電子アリーナ,晴,9.9,63.0,BS/J SPORTS(録),16546.0,19470,千葉県千葉市中央区川崎町1-20
43,9233,2006-03-26,14,第5節,第2日,名古屋,大分,名古屋市瑞穂陸上競技場,晴,15.9,44.0,BS-i/中京テレビ(録)/J SPORTS(録),11878.0,20223,愛知県名古屋市瑞穂区山下通5-1
44,9234,2006-03-26,16,第5節,第2日,FC東京,京都,味の素スタジアム,曇,16.1,38.0,BS/KBS京都(録)/J SPORTS(録),17033.0,48999,東京都調布市西町376-3
45,9235,2006-04-01,15,第6節,第1日,横浜FM,FC東京,日産スタジアム,晴,13.8,46.0,スカイパーフェクTV!/J SPORTS(録),20977.0,72081,神奈川県横浜市港北区小机町3300
46,9236,2006-04-01,15,第6節,第1日,C大阪,甲府,大阪長居スタジアム,曇,13.1,33.0,NHK甲府/BS/J SPORTS(録),6282.0,47853,大阪府大阪市東住吉区長居公園1-1
47,9237,2006-04-01,19,第6節,第1日,清水,G大阪,日本平スタジアム,曇,10.0,64.0,BS/J SPORTS(録),10661.0,20248,静岡県静岡市清水区村松3880−1
48,9238,2006-04-02,14,第6節,第2日,京都,福岡,京都市西京極総合運動公園陸上競技場兼球技場,雨,16.0,85.0,BS-i/KBS京都(録)/J SPORTS(録),3670.0,20588,京都府京都市右京区西京極新明町29
49,9239,2006-04-02,15,第6節,第2日,鹿島,大宮,県立カシマサッカースタジアム,曇のち雨,16.9,69.0,J SPORTS,11747.0,37496,茨城県鹿嶋市神向寺後山26-2
50,9240,2006-04-02,15,第6節,第2日,川崎F,千葉,等々力陸上競技場,雨,15.6,83.0,J SPORTS(録),10316.0,26827,神奈川県川崎市中原区等々力1-1
51,9241,2006-04-02,15,第6節,第2日,新潟,広島,新潟スタジアム,雨,10.5,71.0,NHK新潟/J SPORTS(録),34071.0,41684,新潟県新潟市中央区清五郎67-12
52,9242,2006-04-02,15,第6節,第2日,大分,磐田,九州石油ドーム,屋内,21.2,29.0,BS/J SPORTS(録),17406.0,31997,大分県大分市横尾1351
53,9243,2006-04-02,16,第6節,第2日,浦和,名古屋,埼玉スタジアム2002,曇のち雨,15.9,79.0,テレビ埼玉/BS-i/J SPORTS(録),44625.0,62010,埼玉県さいたま市緑区美園2丁目1
54,9244,2006-04-08,14,第7節,第1日,甲府,新潟,松本平広域公園総合球技場,曇,7.9,45.0,山梨放送/テレビ信州/テレビ新潟/J SPORTS(録),14599.0,20336,長野県松本市神林5300
55,9245,2006-04-08,15,第7節,第1日,大宮,横浜FM,さいたま市浦和駒場スタジアム,晴,17.4,28.0,BS-i/J SPORTS(録),8370.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
56,9246,2006-04-08,15,第7節,第1日,千葉,C大阪,フクダ電子アリーナ,晴一時雨,14.8,53.0,スカイパーフェクTV!/J SPORTS(録),8770.0,19470,千葉県千葉市中央区川崎町1-20
57,9247,2006-04-08,15,第7節,第1日,名古屋,京都,豊田スタジアム,屋内,13.9,37.0,BS/KBS京都(録)/J SPORTS(録),15311.0,41255,愛知県豊田市千石町7-2
58,9248,2006-04-08,15,第7節,第1日,広島,川崎F,広島ビッグアーチ,晴,19.1,17.0,J SPORTS,7418.0,36894,広島県広島市安佐南区大塚西5丁目1−1
59,9249,2006-04-08,16,第7節,第1日,FC東京,磐田,味の素スタジアム,晴,15.5,25.0,NHK総合/J SPORTS(録),24214.0,48999,東京都調布市西町376-3
60,9250,2006-04-08,19,第7節,第1日,G大阪,鹿島,万博記念競技場,曇,12.9,31.0,BS/J SPORTS(録),17967.0,21000,大阪府吹田市千里万博公園5-2
61,9251,2006-04-09,13,第7節,第2日,清水,大分,日本平スタジアム,晴,18.6,37.0,静岡放送/BS-i/J SPORTS(録),10039.0,20248,静岡県静岡市清水区村松3880−1
62,9252,2006-04-09,15,第7節,第2日,福岡,浦和,東平尾公園博多の森球技場,曇,20.3,28.0,BS/J SPORTS(録),21545.0,22331,福岡県福岡市博多区東平尾公園2丁目1−2
63,9253,2006-04-15,15,第8節,第1日,鹿島,清水,県立カシマサッカースタジアム,晴,10.4,51.0,スカイパーフェクTV!/J SPORTS(録),12361.0,37496,茨城県鹿嶋市神向寺後山26-2
64,9254,2006-04-15,15,第8節,第1日,浦和,京都,埼玉スタジアム2002,晴,13.8,35.0,BS-i/テレビ埼玉(録)/KBS京都(録)/J SPORTS(録),40657.0,62010,埼玉県さいたま市緑区美園2丁目1
65,9255,2006-04-15,15,第8節,第1日,C大阪,福岡,大阪長居スタジアム,雨,12.5,71.0,BS/J SPORTS(録),10421.0,47853,大阪府大阪市東住吉区長居公園1-1
66,9256,2006-04-15,15,第8節,第1日,大分,甲府,九州石油ドーム,屋内,10.6,87.0,NHK大分/NHK甲府/J SPORTS(録),15138.0,31997,大分県大分市横尾1351
67,9257,2006-04-15,15,第8節,第1日,新潟,名古屋,新潟スタジアム,晴時々曇,15.6,24.0,新潟総合テレビ/J SPORTS(録),39322.0,41684,新潟県新潟市中央区清五郎67-12
68,9258,2006-04-15,16,第8節,第1日,FC東京,千葉,味の素スタジアム,晴,12.4,29.0,MXテレビ/J SPORTS,21190.0,48999,東京都調布市西町376-3
69,9259,2006-04-15,19,第8節,第1日,横浜FM,G大阪,日産スタジアム,晴,10.7,36.0,BS/J SPORTS(録),28885.0,72081,神奈川県横浜市港北区小机町3300
70,9260,2006-04-16,15,第8節,第2日,川崎F,大宮,等々力陸上競技場,曇,11.4,69.0,BS-i(録)/J SPORTS(録),11149.0,26827,神奈川県川崎市中原区等々力1-1
71,9261,2006-04-16,15,第8節,第2日,磐田,広島,ヤマハスタジアム(磐田),晴,18.2,42.0,BS/J SPORTS(録),11788.0,15165,静岡県磐田市新貝2500
72,9262,2006-04-22,14,第9節,第1日,名古屋,川崎F,名古屋市瑞穂陸上競技場,曇,17.0,44.0,J SPORTS(録),11810.0,20223,愛知県名古屋市瑞穂区山下通5-1
73,9263,2006-04-22,14,第9節,第1日,G大阪,FC東京,万博記念競技場,曇,15.8,42.0,スカイパーフェクTV!/J SPORTS(録),15103.0,21000,大阪府吹田市千里万博公園5-2
74,9264,2006-04-22,15,第9節,第1日,大宮,大分,さいたま市浦和駒場スタジアム,晴のち曇,18.3,28.0,J SPORTS(録),6162.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
75,9265,2006-04-22,15,第9節,第1日,千葉,磐田,フクダ電子アリーナ,晴,15.8,48.0,BS-i/J SPORTS(録),15184.0,19470,千葉県千葉市中央区川崎町1-20
76,9266,2006-04-22,15,第9節,第1日,京都,鹿島,京都市西京極総合運動公園陸上競技場兼球技場,曇,16.1,50.0,J SPORTS/KBS京都(録),12295.0,20588,京都府京都市右京区西京極新明町29
77,9267,2006-04-22,15,第9節,第1日,広島,C大阪,広島ビッグアーチ,雨,10.1,83.0,BS/J SPORTS(録),6794.0,36894,広島県広島市安佐南区大塚西5丁目1−1
78,9268,2006-04-22,19,第9節,第1日,清水,浦和,静岡スタジアムエコパ,曇,13.5,60.0,BS/J SPORTS(録),23406.0,51697,静岡県袋井市愛野2300−1
79,9269,2006-04-23,15,第9節,第2日,甲府,横浜FM,山梨県小瀬スポーツ公園陸上競技場,曇,18.3,55.0,BS/J SPORTS(録),14615.0,15859,山梨県甲府市小瀬町840
80,9270,2006-04-23,15,第9節,第2日,福岡,新潟,東平尾公園博多の森球技場,晴,18.1,66.0,BS-i/RKB毎日放送(録)/J SPORTS(録),8667.0,22331,福岡県福岡市博多区東平尾公園2丁目1−2
81,9271,2006-04-29,15,第10節,第1日,鹿島,福岡,県立カシマサッカースタジアム,曇,18.8,53.0,J SPORTS(録),13450.0,37496,茨城県鹿嶋市神向寺後山26-2
82,9272,2006-04-29,15,第10節,第1日,浦和,大宮,埼玉スタジアム2002,曇一時雨,16.1,70.0,BS/テレビ埼玉(録)/J SPORTS(録),54774.0,62010,埼玉県さいたま市緑区美園2丁目1
83,9273,2006-04-29,15,第10節,第1日,川崎F,清水,等々力陸上競技場,雨のち曇,15.8,76.0,J SPORTS(録),13300.0,26827,神奈川県川崎市中原区等々力1-1
84,9274,2006-04-29,15,第10節,第1日,横浜FM,広島,日産スタジアム,曇,16.3,78.0,BS-i/J SPORTS(録),20232.0,72081,神奈川県横浜市港北区小机町3300
85,9275,2006-04-29,15,第10節,第1日,C大阪,京都,大阪長居スタジアム,晴,17.8,48.0,スカイパーフェクTV!/J SPORTS(録),20268.0,47853,大阪府大阪市東住吉区長居公園1-1
86,9276,2006-04-29,15,第10節,第1日,大分,千葉,九州石油ドーム,晴のち曇,21.6,61.0,J SPORTS,20543.0,31997,大分県大分市横尾1351
87,9277,2006-04-29,19,第10節,第1日,FC東京,名古屋,味の素スタジアム,曇,15.2,70.0,BS/J SPORTS(録),22188.0,48999,東京都調布市西町376-3
88,9278,2006-04-30,13,第10節,第2日,磐田,甲府,ヤマハスタジアム(磐田),晴,21.8,63.0,静岡放送/テレビ山梨/BS-i/J SPORTS(録),14642.0,15165,静岡県磐田市新貝2500
89,9279,2006-04-30,15,第10節,第2日,新潟,G大阪,新潟スタジアム,雨,19.3,42.0,BS/J SPORTS(録),41430.0,41684,新潟県新潟市中央区清五郎67-12
90,9280,2006-05-03,14,第11節,第1日,甲府,FC東京,山梨県小瀬スポーツ公園陸上競技場,晴,22.4,31.0,NHK甲府/BS-i/J SPORTS(録),15427.0,15859,山梨県甲府市小瀬町840
91,9281,2006-05-03,15,第11節,第1日,鹿島,大分,県立カシマサッカースタジアム,晴,15.8,46.0,BS/J SPORTS(録),22948.0,37496,茨城県鹿嶋市神向寺後山26-2
92,9282,2006-05-03,15,第11節,第1日,清水,C大阪,日本平スタジアム,晴のち曇,17.8,51.0,テレビ静岡/スカイパーフェクTV!/J SPORTS(録),18241.0,20248,静岡県静岡市清水区村松3880−1
93,9283,2006-05-03,15,第11節,第1日,京都,新潟,京都市西京極総合運動公園陸上競技場兼球技場,晴,22.8,27.0,KBS京都/J SPORTS,11221.0,20588,京都府京都市右京区西京極新明町29
94,9284,2006-05-03,15,第11節,第1日,福岡,川崎F,東平尾公園博多の森球技場,晴,17.1,54.0,J SPORTS(録),11101.0,22331,福岡県福岡市博多区東平尾公園2丁目1−2
95,9285,2006-05-03,16,第11節,第1日,大宮,広島,さいたま市浦和駒場スタジアム,晴,17.3,36.0,テレビ埼玉/BS-i/J SPORTS(録),9031.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
96,9286,2006-05-03,16,第11節,第1日,千葉,浦和,フクダ電子アリーナ,晴,14.4,48.0,NHK総合/BS/J SPORTS(録),17438.0,19470,千葉県千葉市中央区川崎町1-20
97,9287,2006-05-03,19,第11節,第1日,名古屋,横浜FM,豊田スタジアム,晴,14.5,67.0,BS/J SPORTS(録),25687.0,41255,愛知県豊田市千石町7-2
98,9288,2006-07-12,19,第11節,第2日,G大阪,磐田,石川県西部緑地公園陸上競技場,雨のち曇,26.9,95.0,BS/J SPORTS(録),15343.0,20261,石川県金沢市袋畠町南136
99,9289,2006-05-06,15,第12節,第1日,FC東京,大宮,味の素スタジアム,晴,23.2,45.0,BS/J SPORTS(録),25128.0,48999,東京都調布市西町376-3
100,9290,2006-05-06,15,第12節,第1日,横浜FM,千葉,日産スタジアム,晴,22.2,50.0,TBS(単)/J SPORTS(録),32073.0,72081,神奈川県横浜市港北区小机町3300
101,9291,2006-05-06,15,第12節,第1日,磐田,名古屋,静岡スタジアムエコパ,曇,20.0,60.0,NHK静岡/J SPORTS,36376.0,51697,静岡県袋井市愛野2300−1
102,9292,2006-05-06,15,第12節,第1日,大分,京都,九州石油ドーム,屋内,21.3,68.0,スカイパーフェクTV!/J SPORTS(録),21874.0,31997,大分県大分市横尾1351
103,9293,2006-05-06,17,第12節,第1日,広島,福岡,広島ビッグアーチ,雨,16.4,94.0,BS-i/J SPORTS(録),12466.0,36894,広島県広島市安佐南区大塚西5丁目1−1
104,9294,2006-05-06,19,第12節,第1日,新潟,清水,新潟スタジアム,晴時々曇,17.3,66.0,BS/J SPORTS(録),42056.0,41684,新潟県新潟市中央区清五郎67-12
105,9295,2006-05-06,19,第12節,第1日,G大阪,甲府,万博記念競技場,曇のち雨,21.4,42.0,BS-i/J SPORTS(録),18193.0,21000,大阪府吹田市千里万博公園5-2
106,9296,2006-05-07,15,第12節,第2日,浦和,鹿島,埼玉スタジアム2002,雨,19.6,79.0,TBS(単)/J SPORTS(録),56982.0,62010,埼玉県さいたま市緑区美園2丁目1
107,9297,2006-05-07,15,第12節,第2日,川崎F,C大阪,等々力陸上競技場,雨一時曇,18.9,82.0,BS/J SPORTS(録),9430.0,26827,神奈川県川崎市中原区等々力1-1
108,9298,2006-07-19,19,第13節,第1日,鹿島,川崎F,県立カシマサッカースタジアム,曇,21.4,80.0,BS-i/J SPORTS(録),7427.0,37496,茨城県鹿嶋市神向寺後山26-2
109,9299,2006-07-19,19,第13節,第1日,大宮,磐田,さいたま市浦和駒場スタジアム,曇,22.4,83.0,テレ玉/BS-i(録)/J SPORTS(録),5806.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
110,9300,2006-07-19,19,第13節,第1日,千葉,G大阪,フクダ電子アリーナ,曇,21.4,85.0,BS/J SPORTS(録),15322.0,19470,千葉県千葉市中央区川崎町1-20
111,9301,2006-07-19,19,第13節,第1日,甲府,京都,山梨県小瀬スポーツ公園陸上競技場,曇,22.3,83.0,J SPORTS(録),8025.0,15859,山梨県甲府市小瀬町840
112,9302,2006-07-19,19,第13節,第1日,新潟,浦和,新潟スタジアム,晴,23.5,76.0,J SPORTS,38592.0,41684,新潟県新潟市中央区清五郎67-12
113,9303,2006-07-19,19,第13節,第1日,清水,横浜FM,日本平スタジアム,曇,22.6,79.0,スカイパーフェクTV!/J SPORTS(録),10183.0,20248,静岡県静岡市清水区村松3880−1
114,9304,2006-07-19,19,第13節,第1日,名古屋,広島,名古屋市瑞穂陸上競技場,晴,26.5,64.0,東海テレビ(録)/J SPORTS(録),6760.0,20223,愛知県名古屋市瑞穂区山下通5-1
115,9305,2006-07-19,19,第13節,第1日,C大阪,大分,大阪長居スタジアム,曇,24.6,79.0,J SPORTS(録),6806.0,47853,大阪府大阪市東住吉区長居公園1-1
116,9306,2006-07-19,19,第13節,第1日,福岡,FC東京,東平尾公園博多の森球技場,雨,23.2,96.0,MXテレビ/J SPORTS(録),12142.0,22331,福岡県福岡市博多区東平尾公園2丁目1−2
117,9307,2006-07-22,18,第14節,第1日,FC東京,鹿島,松本平広域公園総合球技場,晴,25.1,54.0,MXテレビ/J SPORTS(録),17070.0,20336,長野県松本市神林5300
118,9308,2006-07-22,18,第14節,第1日,広島,千葉,広島ビッグアーチ,晴,24.6,87.0,J SPORTS,13432.0,36894,広島県広島市安佐南区大塚西5丁目1−1
119,9309,2006-07-22,19,第14節,第1日,大宮,甲府,さいたま市浦和駒場スタジアム,曇,24.5,80.0,J SPORTS(録),7493.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
120,9310,2006-07-22,19,第14節,第1日,川崎F,浦和,等々力陸上競技場,曇,24.4,77.0,BS/J SPORTS(録),23005.0,26827,神奈川県川崎市中原区等々力1-1
121,9311,2006-07-22,19,第14節,第1日,磐田,C大阪,ヤマハスタジアム(磐田),曇,25.1,75.0,スカイパーフェクTV!/静岡放送(録)/J SPORTS(録),13524.0,15165,静岡県磐田市新貝2500
122,9312,2006-07-22,19,第14節,第1日,G大阪,名古屋,万博記念競技場,曇,26.7,75.0,BS-i/J SPORTS(録),17864.0,21000,大阪府吹田市千里万博公園5-2
123,9313,2006-07-22,19,第14節,第1日,大分,新潟,九州石油ドーム,曇のち雨のち屋内,26.1,80.0,J SPORTS(録),19304.0,31997,大分県大分市横尾1351
124,9314,2006-07-23,19,第14節,第2日,横浜FM,福岡,日産スタジアム,曇一時雨,24.8,84.0,BS-i/J SPORTS(録),19223.0,72081,神奈川県横浜市港北区小机町3300
125,9315,2006-07-23,19,第14節,第2日,京都,清水,京都市西京極総合運動公園陸上競技場兼球技場,雨,22.8,98.0,BS/KBS京都(録)/テレビ静岡(録)/J SPORTS(録),9005.0,20588,京都府京都市右京区西京極新明町29
126,9316,2006-07-26,19,第15節,第1日,浦和,大分,さいたま市浦和駒場スタジアム,晴,28.3,68.0,テレ玉/BS-i/J SPORTS(録),16040.0,21500,埼玉県さいたま市浦和区駒場2丁目1−1
127,9317,2006-07-26,19,第15節,第1日,川崎F,G大阪,等々力陸上競技場,晴,26.8,74.0,J SPORTS,20425.0,26827,神奈川県川崎市中原区等々力1-1
128,9318,2006-07-26,19,第15節,第1日,新潟,鹿島,新潟スタジアム,晴,24.5,73.0,スカイパーフェクTV!/J SPORTS(録),39278.0,41684,新潟県新潟市中央区清五郎67-12
129,9319,2006-07-26,19,第15節,第1日,磐田,横浜FM,ヤマハスタジアム(磐田),晴,25.8,79.0,BS/J SPORTS(録),12875.0,15165,静岡県磐田市新貝2500
130,9320,2006-07-26,19,第15節,第1日,名古屋,大宮,名古屋市瑞穂陸上競技場,晴,30.4,66.0,J SPORTS(録),6618.0,20223,愛知県名古屋市瑞穂区山下通5-1
131,9321,2006-07-26,19,第15節,第1日,京都,千葉,京都市西京極総合運動公園陸上競技場兼球技場,晴,30.5,74.0,KBS京都/J SPORTS(録),13225.0,20588,京都府京都市右京区西京極新明町29
132,9322,2006-07-26,19,第15節,第1日,C大阪,FC東京,大阪長居スタジアム,晴,28.8,83.0,BS-i(録)/J SPORTS(録),8027.0,47853,大阪府大阪市東住吉区長居公園1-1
133,9323,2006-07-26,19,第15節,第1日,広島,甲府,広島ビッグアーチ,曇一時雨,25.0,89.0,J SPORTS(録),5545.0,36894,広島県広島市安佐南区大塚西5丁目1−1
134,9324,2006-07-26,19,第15節,第1日,福岡,清水,東平尾公園博多の森球技場,晴,28.3,78.0,J SPORTS(録),13655.0,22331,福岡県福岡市博多区東平尾公園2丁目1−2
135,9325,2006-07-29,18,第16節,第1日,大宮,京都,熊谷スポーツ文化公園陸上競技場,曇,29.8,51.0,テレ玉/KBS京都/J SPORTS(録),7278.0,15002,埼玉県熊谷市上川上300 熊谷ｽﾎﾟｰﾂ文化公園内
136,9326,2006-07-29,18,第16節,第1日,FC東京,広島,味の素スタジアム,曇,27.7,72.0,MXテレビ/スカイパーフェクTV!/J SPORTS(録),31684.0,48999,東京都調布市西町376-3
137,9327,2006-07-29,18,第16節,第1日,甲府,浦和,山梨県小瀬スポーツ公園陸上競技場,曇,28.1,62.0,J SPORTS,17000.0,15859,山梨県甲府市小瀬町840
138,9328,2006-07-29,19,第16節,第1日,鹿島,C大阪,県立カシマサッカースタジアム,曇,24.1,88.0,BS/J SPORTS(録),14289.0,37496,茨城県鹿嶋市神向寺後山26-2
139,9329,2006-07-29,19,第16節,第1日,清水,磐田,静岡スタジアムエコパ,曇,28.0,65.0,BS-i/静岡放送(録)/J SPORTS(録),24920.0,51697,静岡県袋井市愛野2300−1
140,9330,2006-07-29,19,第16節,第1日,G大阪,福岡,万博記念競技場,晴,27.3,75.0,J SPORTS(録),14621.0,21000,大阪府吹田市千里万博公園5-2
