,id,match_date,kick_off_time,home_team,away_team,venue,temperature,humidity,attendance,month,year,capacity_y,address,rain,first_end_sec,home_team_stadium,home_team_address,home_team_capacity,home_team_lon,home_team_lat,away_team_stadium,away_team_address,away_team_capacity,away_team_lon,away_team_lat,stadium_distance,is_home_stadium
29,9219,2006-03-21,15,浦和,C大阪,埼玉スタジアム2002,16.5,25.0,43815.0,3,2006,62010,埼玉県さいたま市緑区美園2丁目1,0,0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,135.516663,34.616272,4.389959331559473,1
30,9220,2006-03-21,15,新潟,磐田,東北電力ビッグスワンスタジアム,7.3,43.0,37585.0,3,2006,41684,新潟県新潟市中央区清五郎67-12,0,0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,3.3737853295703264,1
31,9221,2006-03-21,15,清水,千葉,IAIスタジアム日本平,13.9,32.0,12114.0,3,2006,20248,静岡県静岡市清水区村松3880−1,0,0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,フクダ電子アリーナ,千葉県千葉市中央区川崎町1-20,19470.0,140.12413,35.574673,1.744733156521656,1
32,9222,2006-03-21,15,大分,横浜FM,九州石油ドーム,13.4,50.0,17341.0,3,2006,31997,大分県大分市横尾1351,0,0,九州石油ドーム,大分県大分市横尾1351,31997.0,131.656387,33.201115,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,8.27880229697473,1
33,9223,2006-03-21,16,川崎F,FC東京,等々力陸上競技場,16.4,24.0,14191.0,3,2006,26827,神奈川県川崎市中原区等々力1-1,0,0,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,0.14250487871298104,1
34,9224,2006-03-21,19,京都,広島,京都市西京極総合運動公園陸上競技場兼球技場,9.1,66.0,5556.0,3,2006,20588,京都府京都市右京区西京極新明町29,0,0,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,3.3655453400608115,1
35,9225,2006-03-29,19,G大阪,大宮,万博記念競技場,5.9,42.0,9019.0,3,2006,21000,大阪府吹田市千里万博公園5-2,0,0,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,4.238588188952521,1
36,9226,2006-03-25,15,大宮,清水,さいたま市浦和駒場スタジアム,15.3,31.0,7354.0,3,2006,21500,埼玉県さいたま市浦和区駒場2丁目1−1,0,0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,1.4801164301905323,2
37,9227,2006-03-25,15,磐田,川崎F,ヤマハスタジアム(磐田),13.6,58.0,11835.0,3,2006,15165,静岡県磐田市新貝2500,0,0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,1.9705829346921657,1
38,9228,2006-03-25,15,C大阪,新潟,大阪長居スタジアム,12.8,30.0,9442.0,3,2006,47853,大阪府大阪市東住吉区長居公園1-1,0,0,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,135.516663,34.616272,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,4.8193254802555066,2
39,9229,2006-03-25,15,広島,G大阪,広島ビッグアーチ,14.3,29.0,13067.0,3,2006,36894,広島県広島市安佐南区大塚西5丁目1−1,0,0,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,3.167465712317833,1
40,9230,2006-03-25,15,横浜FM,浦和,日産スタジアム,13.9,45.0,50572.0,3,2006,72081,神奈川県横浜市港北区小机町3300,0,0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,0.40676443483790414,1
41,9231,2006-03-25,18,甲府,福岡,山梨中銀スタジアム,11.4,46.0,8604.0,3,2006,15859,山梨県甲府市小瀬町840,0,0,山梨中銀スタジアム,山梨県甲府市小瀬町840,15859.0,138.588425,35.62075,レベルファイブスタジアム,福岡県福岡市博多区東平尾公園2-1-1,22331.0,130.461426,33.586304,8.377773169101513,1
42,9232,2006-03-25,19,千葉,鹿島,フクダ電子アリーナ,9.9,63.0,16546.0,3,2006,19470,千葉県千葉市中央区川崎町1-20,0,0,フクダ電子アリーナ,千葉県千葉市中央区川崎町1-20,19470.0,140.12413,35.574673,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,0.6640104737125694,1
43,9233,2006-03-26,14,名古屋,大分,名古屋市瑞穂陸上競技場,15.9,44.0,11878.0,3,2006,20223,愛知県名古屋市瑞穂区山下通5-1,0,0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,九州石油ドーム,大分県大分市横尾1351,31997.0,131.656387,33.201115,5.624441277820666,1
44,9234,2006-03-26,16,FC東京,京都,味の素スタジアム,16.1,38.0,17033.0,3,2006,48999,東京都調布市西町376-3,0,0,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,3.872697397120639,1
45,9235,2006-04-01,15,横浜FM,FC東京,日産スタジアム,13.8,46.0,20977.0,4,2006,72081,神奈川県横浜市港北区小机町3300,0,0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,0.17212320464133138,1
46,9236,2006-04-01,15,C大阪,甲府,大阪長居スタジアム,13.1,33.0,6282.0,4,2006,47853,大阪府大阪市東住吉区長居公園1-1,0,0,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,135.516663,34.616272,山梨中銀スタジアム,山梨県甲府市小瀬町840,15859.0,138.588425,35.62075,3.2318257745627377,2
47,9237,2006-04-01,19,清水,G大阪,IAIスタジアム日本平,10.0,64.0,10661.0,4,2006,20248,静岡県静岡市清水区村松3880−1,0,0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,2.9467293762787152,1
48,9238,2006-04-02,14,京都,福岡,京都市西京極総合運動公園陸上競技場兼球技場,16.0,85.0,3670.0,4,2006,20588,京都府京都市右京区西京極新明町29,1,0,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,レベルファイブスタジアム,福岡県福岡市博多区東平尾公園2-1-1,22331.0,130.461426,33.586304,5.438390941169005,1
49,9239,2006-04-02,15,鹿島,大宮,県立カシマサッカースタジアム,16.9,69.0,11747.0,4,2006,37496,茨城県鹿嶋市神向寺後山26-2,0,0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,1.0127307148704543,1
50,9240,2006-04-02,15,川崎F,千葉,等々力陸上競技場,15.6,83.0,10316.0,4,2006,26827,神奈川県川崎市中原区等々力1-1,1,0,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,フクダ電子アリーナ,千葉県千葉市中央区川崎町1-20,19470.0,140.12413,35.574673,0.47537437180606346,1
51,9241,2006-04-02,15,新潟,広島,東北電力ビッグスワンスタジアム,10.5,71.0,34071.0,4,2006,41684,新潟県新潟市中央区清五郎67-12,0,0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,7.501852545391239,1
52,9242,2006-04-02,15,大分,磐田,九州石油ドーム,21.2,29.0,17406.0,4,2006,31997,大分県大分市横尾1351,0,0,九州石油ドーム,大分県大分市横尾1351,31997.0,131.656387,33.201115,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,6.404779815940364,1
53,9243,2006-04-02,16,浦和,名古屋,埼玉スタジアム2002,15.9,79.0,44625.0,4,2006,62010,埼玉県さいたま市緑区美園2丁目1,0,0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,2.879363147987082,1
54,9244,2006-04-08,14,甲府,新潟,松本平広域公園総合球技場,7.9,45.0,14599.0,4,2006,20336,長野県松本市神林5300,0,0,山梨中銀スタジアム,山梨県甲府市小瀬町840,15859.0,138.588425,35.62075,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,2.310844208898552,2
55,9245,2006-04-08,15,大宮,横浜FM,さいたま市浦和駒場スタジアム,17.4,28.0,8370.0,4,2006,21500,埼玉県さいたま市浦和区駒場2丁目1−1,0,0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,0.40641230065168793,2
56,9246,2006-04-08,15,千葉,C大阪,フクダ電子アリーナ,14.8,53.0,8770.0,4,2006,19470,千葉県千葉市中央区川崎町1-20,0,0,フクダ電子アリーナ,千葉県千葉市中央区川崎町1-20,19470.0,140.12413,35.574673,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,135.516663,34.616272,4.706090164126706,1
57,9247,2006-04-08,15,名古屋,京都,豊田スタジアム,13.9,37.0,15311.0,4,2006,41255,愛知県豊田市千石町7-2,0,0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,1.2339581685818972,2
58,9248,2006-04-08,15,広島,川崎F,広島ビッグアーチ,19.1,17.0,7418.0,4,2006,36894,広島県広島市安佐南区大塚西5丁目1−1,0,0,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,7.344089248917739,1
59,9249,2006-04-08,16,FC東京,磐田,味の素スタジアム,15.5,25.0,24214.0,4,2006,48999,東京都調布市西町376-3,0,0,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,1.9002943918501087,1
60,9250,2006-04-08,19,G大阪,鹿島,万博記念競技場,12.9,31.0,17967.0,4,2006,21000,大阪府吹田市千里万博公園5-2,0,0,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,5.236460665874411,1
61,9251,2006-04-09,13,清水,大分,IAIスタジアム日本平,18.6,37.0,10039.0,4,2006,20248,静岡県静岡市清水区村松3880−1,0,0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,九州石油ドーム,大分県大分市横尾1351,31997.0,131.656387,33.201115,7.054945315229953,1
62,9252,2006-04-09,15,福岡,浦和,レベルファイブスタジアム,20.3,28.0,21545.0,4,2006,22331,福岡県福岡市博多区東平尾公園2-1-1,0,0,レベルファイブスタジアム,福岡県福岡市博多区東平尾公園2-1-1,22331.0,130.461426,33.586304,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,9.538044970445114,1
63,9253,2006-04-15,15,鹿島,清水,県立カシマサッカースタジアム,10.4,51.0,12361.0,4,2006,37496,茨城県鹿嶋市神向寺後山26-2,0,0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,140.64299,35.989033,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,138.482101,34.984898,2.382798432210745,1
64,9254,2006-04-15,15,浦和,京都,埼玉スタジアム2002,13.8,35.0,40657.0,4,2006,62010,埼玉県さいたま市緑区美園2丁目1,0,0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,139.713974,35.902477,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,135.714676,34.993237,4.101353663170744,1
65,9255,2006-04-15,15,C大阪,福岡,大阪長居スタジアム,12.5,71.0,10421.0,4,2006,47853,大阪府大阪市東住吉区長居公園1-1,0,0,キンチョウスタジアム,大阪府大阪市東住吉区長居公園1-1,17892.0,135.516663,34.616272,レベルファイブスタジアム,福岡県福岡市博多区東平尾公園2-1-1,22331.0,130.461426,33.586304,5.1590944173559246,2
66,9256,2006-04-15,15,大分,甲府,九州石油ドーム,10.6,87.0,15138.0,4,2006,31997,大分県大分市横尾1351,0,0,九州石油ドーム,大分県大分市横尾1351,31997.0,131.656387,33.201115,山梨中銀スタジアム,山梨県甲府市小瀬町840,15859.0,138.588425,35.62075,7.342192068222478,1
67,9257,2006-04-15,15,新潟,名古屋,東北電力ビッグスワンスタジアム,15.6,24.0,39322.0,4,2006,41684,新潟県新潟市中央区清五郎67-12,0,0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,139.059891,37.882988,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,3.4776728784639874,1
68,9258,2006-04-15,16,FC東京,千葉,味の素スタジアム,12.4,29.0,21190.0,4,2006,48999,東京都調布市西町376-3,0,0,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,フクダ電子アリーナ,千葉県千葉市中央区川崎町1-20,19470.0,140.12413,35.574673,0.6018465077650771,1
69,9259,2006-04-15,19,横浜FM,G大阪,日産スタジアム,10.7,36.0,28885.0,4,2006,72081,神奈川県横浜市港北区小机町3300,0,0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,139.606674,35.51012,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,4.125667771855231,1
70,9260,2006-04-16,15,川崎F,大宮,等々力陸上競技場,11.4,69.0,11149.0,4,2006,26827,神奈川県川崎市中原区等々力1-1,0,0,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,0.32924660701060876,1
71,9261,2006-04-16,15,磐田,広島,ヤマハスタジアム(磐田),18.2,42.0,11788.0,4,2006,15165,静岡県磐田市新貝2500,0,0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,137.877701,34.723106,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,132.394974,34.439636,5.490050145256337,1
72,9262,2006-04-22,14,名古屋,川崎F,名古屋市瑞穂陸上競技場,17.0,44.0,11810.0,4,2006,20223,愛知県名古屋市瑞穂区山下通5-1,0,0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,136.941589,35.124908,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,139.648911,35.586826,2.7464450932811366,1
73,9263,2006-04-22,14,G大阪,FC東京,万博記念競技場,15.8,42.0,15103.0,4,2006,21000,大阪府吹田市千里万博公園5-2,0,0,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,135.540421,34.812466,味の素スタジアム,東京都調布市西町376-3,48999.0,139.5289,35.66367,4.078297804606338,1
74,9264,2006-04-22,15,大宮,大分,さいたま市浦和駒場スタジアム,18.3,28.0,6162.0,4,2006,21500,埼玉県さいたま市浦和区駒場2丁目1−1,0,0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,139.632919,35.915684,九州石油ドーム,大分県大分市横尾1351,31997.0,131.656387,33.201115,8.425790621822077,2
