kick_off_time,home_team,away_team,temperature,humidity,attendance,month,year,capacity_y,rain,first_end_sec,home_team_capacity,away_team_capacity,stadium_distance,is_home_stadium,discomfort,lightgbm_pred
19,7,20,25.7,90.0,27843.0,8,2006,31997,0,0,31997.0,62010.0,8.498356600991347,1,77.14569999999999,22548.868927446372
19,5,21,26.2,86.0,13463.0,9,2006,19470,0,0,19470.0,20248.0,1.744733156521656,1,77.53067999999999,13334.955098034525
19,2,0,29.4,64.0,20463.0,9,2006,21000,0,0,21000.0,17892.0,0.1976272455912901,1,79.58984,17695.459037863544
19,7,26,25.8,86.0,26841.0,9,2006,31997,0,0,31997.0,22331.0,1.2555088041276385,1,76.86612,16950.625366343003
19,29,3,27.3,77.0,9142.0,9,2006,37496,0,0,37496.0,20588.0,5.027910953488735,1,78.21279,12478.343092121499
14,7,2,26.3,88.0,25384.0,9,2006,31997,0,0,31997.0,21000.0,4.205017497984652,1,77.93155999999999,16876.372161951607
19,0,5,25.0,57.0,19036.0,9,2006,47853,0,0,17892.0,19470.0,4.706090164126706,2,72.50649999999999,14546.450798952686
15,19,6,23.6,42.0,21665.0,9,2006,72081,0,0,72081.0,20223.0,2.6927804110563915,1,69.22288,21021.655379627857
15,24,7,25.2,43.0,11218.0,9,2006,15165,0,0,15165.0,31997.0,6.404779815940364,1,71.29064,10893.748480798926
16,11,8,25.3,41.0,10265.0,9,2006,36894,0,0,36894.0,15491.0,7.386918540320378,1,71.19927,11541.050199095307
18,5,3,20.3,64.0,10857.0,9,2006,19470,0,0,19470.0,20588.0,4.447623230469516,1,66.45308,12238.605282421178
15,29,1,23.0,52.0,17398.0,9,2006,37496,0,0,37496.0,48999.0,1.1606281100632567,1,69.3344,17465.499707852243
15,19,24,24.3,53.0,25435.0,9,2006,72081,0,0,72081.0,15165.0,1.8996680422971235,1,71.15421,24140.995016218923
17,3,20,23.4,49.0,16492.0,9,2006,20588,0,0,20588.0,62010.0,4.101353663170744,1,69.59834,14062.618632933809
18,5,7,21.8,80.0,10609.0,9,2006,19470,0,0,19470.0,31997.0,8.794114457602493,1,69.7836,11062.20874981125
19,8,6,22.3,78.0,8223.0,9,2006,21500,0,0,15491.0,20223.0,2.805099615178749,2,70.42905999999999,9011.035887553218
15,20,5,23.0,45.0,48952.0,10,2006,62010,0,0,62010.0,19470.0,0.5250556225315569,1,68.7415,48796.33105377243
15,10,7,24.0,40.0,10282.0,10,2006,26827,0,0,26827.0,31997.0,8.340986564315822,1,69.524,14027.238044224105
14,13,19,16.3,69.0,35603.0,10,2006,41684,0,0,41684.0,72081.0,2.4350511687668885,1,60.770529999999994,38499.63361157491
14,6,1,23.5,40.0,10840.0,10,2006,20223,0,0,20223.0,48999.0,2.64280962298933,1,68.92099999999999,13191.554423984824
15,26,29,22.8,59.0,12181.0,10,2006,22331,0,0,22331.0,37496.0,10.461230909101337,1,69.64848,14497.290264445763
15,24,8,22.0,46.0,11490.0,10,2006,15165,0,0,15165.0,15491.0,2.122034993492789,1,67.5608,11225.472686071986
14,6,21,23.5,51.0,9888.0,10,2006,20223,0,0,20223.0,20248.0,1.5468613455135596,1,69.90715,10747.87721029823
14,2,19,26.3,45.0,16281.0,10,2006,21000,0,0,21000.0,72081.0,4.125667771855231,1,72.88465,17104.695391779074
14,7,0,33.1,26.0,12843.0,10,2006,30684,0,0,31997.0,17892.0,4.111496093981483,0,77.91293999999999,15152.206629993923
16,20,10,18.9,65.0,50134.0,10,2006,62010,0,0,62010.0,26827.0,0.32228674774181815,1,64.47614999999999,48754.95296521148
13,23,6,24.3,42.0,9747.0,10,2006,15859,0,0,15859.0,20223.0,1.719862814255843,1,70.08094,11938.708658121062
15,21,13,21.8,66.0,13244.0,10,2006,20248,0,0,20248.0,41684.0,2.955125535776775,1,68.76411999999999,11920.356717868228
15,0,11,24.8,47.0,7897.0,10,2006,15516,0,0,17892.0,36894.0,3.1266823454289407,0,71.20644,8673.586200953743
14,8,1,21.3,51.0,10074.0,10,2006,21500,0,0,15491.0,48999.0,0.27263713715669124,2,67.01437,12509.102758142137
14,23,0,22.5,45.0,9852.0,10,2006,15859,0,0,15859.0,17892.0,3.2318257745627377,1,68.11375,12244.104360977793
14,24,20,22.2,66.0,16162.0,10,2006,15165,0,0,15165.0,62010.0,2.1823873364208315,1,69.34948,15459.762419310353
14,6,5,22.9,37.0,18534.0,10,2006,41255,0,0,20223.0,19470.0,3.2141648638341644,2,67.94627,18656.608053576845
15,2,21,22.2,43.0,19170.0,10,2006,21000,0,0,21000.0,20248.0,2.9467293762787152,1,67.58354,16193.179948497957
15,29,2,19.5,66.0,14663.0,11,2006,37496,0,0,37496.0,21000.0,5.236460665874411,1,65.3983,21057.127052078442
15,5,13,17.6,84.0,11286.0,11,2006,19470,1,0,19470.0,41684.0,2.5418345320547586,1,63.18016,12673.090713475038
15,3,23,15.5,87.0,5566.0,11,2006,20588,0,0,20588.0,15859.0,2.941463220944641,1,59.76415,10042.735665998569
14,8,29,13.7,42.0,12094.0,11,2006,62010,0,0,15491.0,37496.0,1.0127307148704543,2,57.08745999999999,24426.061273245814
14,19,21,14.4,36.0,20258.0,11,2006,72081,0,0,72081.0,20248.0,1.241177900871988,1,57.94816,26354.492007132278
14,24,1,14.7,52.0,14406.0,11,2006,15165,0,0,15165.0,48999.0,1.9002943918501087,1,58.338559999999994,13866.417763329337
14,11,3,8.4,76.0,8182.0,11,2006,36894,1,0,36894.0,20588.0,3.3655453400608115,1,48.55616,10130.18597340164
15,2,5,12.6,83.0,16950.0,11,2006,21000,1,0,21000.0,19470.0,4.646649083751643,1,54.99042,13527.157077153015
15,29,13,13.1,49.0,12178.0,11,2006,37496,0,0,37496.0,41684.0,2.4684545743898156,1,56.25881,20495.852873507785
15,1,19,12.3,45.0,23553.0,11,2006,48999,0,0,48999.0,72081.0,0.17212320464133138,1,55.307649999999995,31912.732176833142
15,21,10,14.4,60.0,12172.0,11,2006,20248,0,0,20248.0,26827.0,1.312921510709607,1,57.937599999999996,13782.93476148395
14,8,0,15.9,44.0,9285.0,11,2006,62010,0,0,15491.0,17892.0,4.316484102053422,2,59.81304,19002.351493544742
14,1,20,11.2,58.0,41528.0,11,2006,48999,0,0,48999.0,62010.0,0.302127735775785,1,53.50904,40207.38972913621
14,19,7,13.3,46.0,24895.0,11,2006,72081,0,0,72081.0,31997.0,8.27880229697473,1,56.55182,20438.337866077676
14,2,3,14.3,73.0,16768.0,11,2006,21000,0,0,21000.0,20588.0,0.2510835706811496,1,57.77861,15325.832026570524
14,11,13,13.8,91.0,11214.0,11,2006,36894,1,0,36894.0,41684.0,7.501852545391239,1,56.89742,9988.295720974453
14,20,2,15.6,34.0,62241.0,12,2006,62010,0,1,62010.0,21000.0,4.3135447863595875,1,59.32496,51565.83862569739
14,5,19,14.8,36.0,17175.0,12,2006,19470,0,1,19470.0,72081.0,0.5214669709051666,1,58.41472,15681.122635016274
15,10,29,15.4,60.0,20295.0,3,2007,26827,0,1,26827.0,37496.0,1.0723635246920684,1,59.3416,20710.526840883398
16,17,24,16.9,69.0,10960.0,3,2007,15109,0,1,15109.0,15165.0,2.380758342922687,1,61.66638999999999,11672.703585217561
16,6,5,19.2,51.0,18410.0,3,2007,20223,0,1,20223.0,19470.0,3.2141648638341644,1,64.25308,15982.873343049489
14,23,6,15.1,26.0,11791.0,3,2007,15859,0,0,15859.0,20223.0,1.719862814255843,1,58.69974,12230.558887314719
16,8,1,13.0,34.0,17023.0,3,2007,62010,0,0,15491.0,48999.0,0.27263713715669124,2,56.3438,18562.3737906248
14,29,2,11.4,45.0,18406.0,3,2007,37496,0,0,37496.0,21000.0,5.236460665874411,1,54.1777,21765.257170623023
16,13,20,2.5,68.0,40524.0,3,2007,41684,0,0,41684.0,62010.0,2.085724908037975,1,40.28399999999999,40007.24123515176
13,7,8,11.6,35.0,16870.0,3,2007,31997,0,0,31997.0,15491.0,8.425790621822077,1,54.7104,16489.573654668682
14,20,23,11.8,26.0,39494.0,3,2007,62010,0,0,62010.0,15859.0,1.1602718017473375,1,55.177319999999995,48799.25340549121
14,6,13,10.1,29.0,11620.0,3,2007,20223,0,0,20223.0,41684.0,3.4776728784639874,1,53.233709999999995,11524.31656999632
16,1,24,8.1,28.0,27046.0,3,2007,48999,0,0,48999.0,15165.0,1.9002943918501087,1,51.10232,19861.479259136027
14,18,6,20.4,57.0,10225.0,4,2007,15440,0,0,15440.0,20223.0,2.683515928859194,0,66.18472,8636.428891596428
14,1,13,17.4,32.0,21092.0,4,2007,48999,0,0,48999.0,41684.0,2.268334593309588,1,61.33032,25484.237549240457
16,29,8,14.6,58.0,10234.0,4,2007,37496,0,0,37496.0,15491.0,1.0127307148704543,1,58.21532,13844.077827891506
16,21,7,15.0,59.0,13225.0,4,2007,20248,0,0,20248.0,31997.0,7.054945315229953,1,58.774499999999996,12655.971680761559
13,8,6,23.1,27.0,6584.0,4,2007,21500,0,0,15491.0,20223.0,2.805099615178749,2,67.32463,10629.85250139833
15,13,2,10.8,79.0,32686.0,4,2007,41684,0,0,41684.0,21000.0,4.67062891197576,1,52.19768,30738.762928461958
15,10,21,19.6,44.0,21208.0,4,2007,26827,0,0,26827.0,20248.0,1.312921510709607,1,64.42176,17079.494122515203
16,20,10,21.9,55.0,50531.0,4,2007,62010,0,0,62010.0,26827.0,0.32228674774181815,1,68.09854999999999,51299.52326069268
19,21,29,17.6,82.0,12738.0,4,2007,20248,0,0,20248.0,37496.0,2.382798432210745,1,63.11768,16074.579421465523
19,11,13,18.3,67.0,8326.0,4,2007,36894,0,0,36894.0,41684.0,7.501852545391239,1,63.68039,9919.3743821361
16,19,7,20.8,63.0,17219.0,4,2007,72081,0,0,72081.0,31997.0,8.27880229697473,1,67.11196,16628.900569082933
16,2,24,19.9,80.0,14495.0,4,2007,21000,1,0,21000.0,15165.0,2.3389876032163928,1,66.7398,15910.149022636586
15,7,2,21.1,19.0,20806.0,4,2007,31997,0,0,31997.0,21000.0,4.205017497984652,1,64.64291,18415.477284988232
16,8,23,13.6,60.0,6628.0,4,2007,21500,0,0,15491.0,15859.0,1.0853357915373332,2,56.8144,8890.70096418998
16,1,29,20.1,43.0,30436.0,5,2007,48999,0,0,48999.0,37496.0,1.1606281100632567,1,64.98857,32018.222307276836
13,18,25,17.2,83.0,4458.0,5,2007,15440,0,0,15440.0,28425.0,4.507176933513048,0,62.49624,6978.014336836592
16,10,1,16.9,83.0,14983.0,5,2007,26827,1,0,26827.0,48999.0,0.14250487871298104,1,62.00673,17106.56493909302
14,23,10,26.5,19.0,12686.0,5,2007,15859,0,0,15859.0,26827.0,1.0610284604910436,1,70.03264999999999,13512.24668703798
14,6,20,20.4,51.0,34347.0,5,2007,41255,0,0,20223.0,62010.0,2.879363147987082,2,65.83096,29344.394894965873
14,7,10,20.9,55.0,15371.0,5,2007,31997,0,0,31997.0,26827.0,8.340986564315822,1,66.74404999999999,18240.97583215212
16,5,11,20.8,63.0,10983.0,5,2007,19470,0,0,19470.0,36894.0,7.812052320850473,1,67.11196,12446.786759417986
19,23,21,19.9,30.0,12422.0,5,2007,15859,0,0,15859.0,20248.0,0.6446801989203639,1,64.0393,13316.029492514352
13,18,7,27.5,38.0,4935.0,5,2007,15440,0,0,15440.0,31997.0,8.264063920924741,0,73.4865,8109.212128679073
15,1,6,27.2,37.0,22679.0,5,2007,48999,0,0,48999.0,20223.0,2.64280962298933,1,73.00435999999999,29064.058024077305
15,25,17,25.9,42.0,9173.0,5,2007,28425,0,0,28425.0,15109.0,4.951248580938459,1,72.04221999999999,10646.414161751341
15,20,19,27.9,31.0,51829.0,5,2007,62010,0,0,62010.0,72081.0,0.40676443483790414,1,73.02851,54403.58588953325
16,24,13,26.7,33.0,11734.0,5,2007,15165,0,0,15165.0,41684.0,3.3737853295703264,1,71.93089,10907.526635769087
13,17,8,24.1,44.0,12730.0,6,2007,20000,0,0,15109.0,15491.0,0.3484035414573276,2,70.02696,10747.58983545106
16,21,1,24.5,55.0,15322.0,6,2007,20248,0,0,20248.0,48999.0,1.2476055363715681,1,71.62025,16106.827518866694
13,25,7,26.5,51.0,13966.0,6,2007,28425,0,0,28425.0,31997.0,3.8028565966696584,1,73.85185,10265.021702303151
14,10,17,31.7,19.0,15244.0,6,2007,26827,0,0,26827.0,15109.0,0.4188806361435172,1,75.22277,17049.03645665484
16,29,11,22.1,53.0,10524.0,6,2007,37496,0,0,37496.0,36894.0,8.392282109168226,1,68.21787,16629.82897427109
16,2,6,28.5,34.0,20473.0,6,2007,21000,0,0,21000.0,20223.0,1.4355806377866602,1,74.11609999999999,19687.717261138918
19,18,24,23.6,44.0,13605.0,6,2007,72081,0,0,15440.0,15165.0,1.8799857249918097,2,69.40416,16274.923783034508
16,5,23,23.4,55.0,13229.0,6,2007,19470,0,0,19470.0,15859.0,1.5363960872620128,1,70.13029999999999,13172.373439727085
19,17,29,23.8,72.0,10273.0,6,2007,15109,0,0,15109.0,37496.0,0.6823420673899562,1,72.24664,11948.520203150707
19,1,23,24.7,65.0,17264.0,6,2007,48999,0,0,48999.0,15859.0,0.9414538501833138,1,72.90645,21983.412160465192
19,7,5,23.7,82.0,15508.0,6,2007,31997,0,0,31997.0,19470.0,8.794114457602493,1,73.01066,16660.387588975293
14,21,20,27.1,57.0,20300.0,6,2007,20248,0,0,20248.0,62010.0,1.5360541362107039,1,75.39253,19521.42724065197
19,25,11,26.8,48.0,10362.0,6,2007,28425,0,0,28425.0,36894.0,2.783162550412747,1,73.87935999999999,11555.642976239355
15,8,19,23.4,71.0,10051.0,6,2007,21500,0,0,15491.0,72081.0,0.40641230065168793,2,71.54885999999999,11654.005696148502
14,18,5,26.9,61.0,43117.0,6,2007,72081,0,0,15440.0,19470.0,0.5316816294259288,2,75.61090999999999,19088.37124610735
16,29,1,22.8,71.0,15712.0,6,2007,37496,0,0,37496.0,48999.0,1.1606281100632567,1,70.64112,18392.24180488118
16,8,2,23.8,67.0,10049.0,6,2007,21500,0,0,15491.0,21000.0,4.238588188952521,2,71.78354,11801.148097259556
16,17,21,23.2,71.0,11489.0,6,2007,15109,0,0,15109.0,20248.0,1.7253194539226608,1,71.24628,10630.203448996823
16,13,11,24.1,68.0,40858.0,6,2007,41684,0,0,41684.0,36894.0,7.501852545391239,1,72.32112000000001,36978.88737082183
19,10,25,23.6,66.0,17299.0,6,2007,26827,1,0,26827.0,28425.0,4.574808921790844,1,71.39824,14661.118217542053
19,20,17,30.0,67.0,47359.0,8,2007,62010,0,0,62010.0,15109.0,0.26632468390668396,1,80.918,44356.586741896484
19,19,18,29.3,66.0,53916.0,8,2007,72081,0,0,72081.0,15440.0,0.039883727258121025,1,79.73962,23933.81451998094
19,21,8,26.9,79.0,15047.0,8,2007,20248,0,0,20248.0,15491.0,1.4801164301905323,1,77.83049,12489.013320827973
19,8,25,32.6,56.0,6440.0,8,2007,21500,0,0,15491.0,28425.0,4.637434575768482,2,82.77144,9384.728411626787
19,17,11,30.2,68.0,10636.0,8,2007,15109,0,0,15109.0,36894.0,7.710087509831851,1,81.36864,9880.36662108542
19,10,19,30.8,64.0,18095.0,8,2007,26827,0,0,26827.0,72081.0,0.0875658301222585,1,81.61088000000001,21016.48599352883
19,7,21,29.3,63.0,20391.0,8,2007,31997,0,0,31997.0,20248.0,7.054945315229953,1,79.29840999999999,16957.644220746624
19,5,24,25.8,69.0,16718.0,8,2007,19470,0,0,19470.0,15165.0,2.4024174507212566,1,74.95498,14271.954762194548
19,21,10,25.2,89.0,19073.0,8,2007,20248,0,0,20248.0,26827.0,1.312921510709607,1,76.18871999999999,14365.874867418435
19,29,18,26.6,81.0,15957.0,8,2007,37496,0,0,37496.0,15440.0,1.1623308286838996,1,77.59353999999999,14379.019827000115
19,10,2,28.3,68.0,19789.0,8,2007,26827,0,0,26827.0,21000.0,4.180828086599581,1,78.55055999999999,18316.01691758493
19,7,25,28.3,75.0,17910.0,8,2007,31997,0,0,31997.0,28425.0,3.8028565966696584,1,79.51075,15103.873056131686
19,10,6,24.9,77.0,13185.0,8,2007,26827,1,0,26827.0,20223.0,2.7464450932811366,1,74.43927,15699.625264109573
19,19,24,23.2,90.0,10828.0,8,2007,15440,0,0,72081.0,15165.0,1.8996680422971235,0,72.89320000000001,12172.088437584798
19,21,18,25.6,86.0,14167.0,8,2007,20248,0,0,20248.0,15440.0,1.2213246520843635,1,76.53384,15669.226443956159
19,25,20,26.9,80.0,20067.0,8,2007,35910,0,0,28425.0,62010.0,4.711987538987043,2,77.9538,16179.234836318778
19,24,21,23.8,76.0,33678.0,9,2007,51697,0,0,15165.0,20248.0,0.6586610746537234,2,72.61712,29856.729380365166
19,7,23,28.6,65.0,14830.0,9,2007,31997,0,0,31997.0,15859.0,7.342192068222478,1,78.57509999999999,15825.85063146071
19,8,24,27.1,73.0,8432.0,9,2007,21500,0,0,15491.0,15165.0,2.122034993492789,2,77.39717,9725.736385122138
19,6,29,26.6,79.0,13949.0,9,2007,20223,0,0,20223.0,37496.0,3.800931646113362,1,77.35285999999999,12085.863705659647
14,11,20,32.5,59.0,22675.0,9,2007,36894,0,0,36894.0,62010.0,7.463756747863722,1,83.17125,23096.365477452
15,8,5,32.3,44.0,8449.0,9,2007,21500,0,0,15491.0,19470.0,0.5979772141495209,2,80.24088,12656.504921019463
19,19,20,26.1,79.0,48166.0,9,2007,72081,0,0,72081.0,62010.0,0.40676443483790414,1,76.55681,37525.34043595922
16,25,6,30.0,55.0,7793.0,9,2007,35910,0,0,28425.0,20223.0,1.8327519226139195,2,79.07,9373.932178046598
16,24,2,27.0,60.0,15797.0,9,2007,15165,0,0,15165.0,21000.0,2.3389876032163928,1,75.628,13762.983893314413
16,19,8,18.8,65.0,12923.0,9,2007,72081,1,0,72081.0,15491.0,0.40641230065168793,1,64.3308,23172.895162903515
16,25,21,23.4,60.0,9097.0,9,2007,28425,0,0,28425.0,20248.0,3.3286620435870446,1,70.5736,12134.07430712258
19,2,7,19.2,68.0,12163.0,9,2007,21000,0,0,21000.0,31997.0,4.205017497984652,1,65.05344,16580.77009158459
15,20,13,16.9,91.0,47755.0,9,2007,62010,0,0,62010.0,41684.0,2.085724908037975,1,62.201209999999996,44497.03212282481
13,29,25,22.1,45.0,10503.0,10,2007,37496,0,0,37496.0,28425.0,5.633163576288648,1,67.61155,15249.812269521783
14,1,19,23.2,30.0,21939.0,10,2007,48999,0,0,48999.0,72081.0,0.17212320464133138,1,67.69239999999999,31578.071953524268
19,21,6,21.5,44.0,14831.0,10,2007,20248,0,0,20248.0,20223.0,1.5468613455135596,1,66.7884,16331.695554966615
14,11,24,28.4,33.0,9363.0,10,2007,36894,0,0,36894.0,15165.0,5.490050145256337,1,73.86328,14498.976942977835
14,18,10,22.7,47.0,14208.0,10,2007,54224,0,0,15440.0,26827.0,0.12521050616062912,2,68.52831,20921.76786822694
19,19,21,19.2,67.0,25082.0,10,2007,72081,0,0,72081.0,20248.0,1.241177900871988,1,65.00636,25852.53192526101
19,7,17,12.4,53.0,14671.0,10,2007,30684,0,0,31997.0,15109.0,8.730107678143554,0,55.27128,13570.831071036991
14,6,1,19.4,34.0,18025.0,10,2007,41255,0,0,20223.0,48999.0,2.64280962298933,2,63.68204,23862.756682109994
