id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance,month,day_of_week,year,num_broadcasters,hour,have_rain,have_sunny,discomfort,holiday,next_holiday,capacity,address,home_team_season_HomeGame_point,home_team_season_HomeGame_get_score,home_team_season_HomeGame_lost_score,home_team_season_HomeGame_diff_date,home_team_season_HomeGame_Curren3HomeMatch_point_sum,home_team_season_HomeGame_Curren3HomeMatch_point_std,home_team_season_HomeGame_Curren3HomeMatch_get_score_sum,home_team_season_HomeGame_Curren3HomeMatch_get_score_std,home_team_season_HomeGame_Curren3HomeMatch_lost_score_sum,home_team_season_HomeGame_Curren3HomeMatch_lost_score_std,home_team_season_num_match,away_team_season_num_match,home_team_season_point,away_team_season_point,home_team_season_get_score,away_team_season_get_score,home_team_season_lost_score,away_team_season_lost_score,home_team_Curren4match_point_sum,away_team_Curren4match_point_sum,home_team_Curren4match_get_score_sum,away_team_Curren4match_get_score_sum,home_team_Curren4match_lost_score_sum,away_team_Curren4match_lost_score_sum,home_team_before_match_point,away_team_before_match_point,home_team_before_match_get_score,away_team_before_match_get_score,home_team_before_match_lost_score,away_team_before_match_lost_score,home_team_diff_match_date,away_team_diff_match_date,diff_point,diff_score,diff_lost_score,diff_Current4_point_sum,diff_Current4_get_score_sum,diff_Current4_lost_score_sum,home_team_stadium,home_team_address,home_team_capacity,away_team_stadium,away_team_address,away_team_capacity,stadium_distance,accommodation_rate,xgboost_pred
9242,2006-04-02,15:04,第6節,第2日,7,24,九州石油ドーム,屋内,21.2,29.0,BS/J SPORTS(録),17406.0,4,6,2006,2,15,0,0,65.41152,0,0,31997,大分県大分市横尾1351,1.0,2.0,3.0,12.0,1.0,0.5773502691896258,2.0,2.0,3.0,3.0,6.0,6.0,7.0,5.0,8.0,6.0,6.0,7.0,7.0,4.0,8.0,5.0,4.0,6.0,3.0,0.0,3.0,1.0,0.0,2.0,7.0,8.0,2.0,2.0,-1.0,3.0,3.0,-2.0,九州石油ドーム,大分県大分市横尾1351,31997.0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,6.401806475654039,0.5439884989217739,15676.985
9248,2006-04-08,15:04,第7節,第1日,11,10,広島ビッグアーチ,晴,19.1,17.0,J SPORTS,7418.0,4,5,2006,1,15,0,1,62.55453,0,0,36894,広島県広島市安佐南区大塚西5丁目1−1,0.0,5.0,11.0,14.0,0.0,0.0,5.0,5.0,11.0,11.0,7.0,7.0,3.0,11.0,9.0,19.0,15.0,8.0,2.0,5.0,5.0,6.0,10.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,6.0,-8.0,-10.0,7.0,-3.0,-1.0,4.0,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,7.347680337496125,0.2010625033880848,12077.605
9253,2006-04-15,15:02,第8節,第1日,29,21,県立カシマサッカースタジアム,晴,10.4,51.0,スカイパーフェクTV!/J SPORTS(録),12361.0,4,5,2006,2,15,0,1,52.68196,0,0,37496,茨城県鹿嶋市神向寺後山26-2,6.0,5.0,5.0,13.0,6.0,1.7320508075688772,5.0,5.0,5.0,5.0,8.0,8.0,13.0,12.0,10.0,12.0,9.0,7.0,9.0,3.0,6.0,7.0,3.0,7.0,0.0,3.0,0.0,4.0,1.0,1.0,7.0,6.0,1.0,-2.0,2.0,6.0,-1.0,-4.0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,2.382529191366862,0.3296618305952635,16082.893
9260,2006-04-16,15:05,第8節,第2日,10,8,等々力陸上競技場,曇,11.4,69.0,BS-i(録)/J SPORTS(録),11149.0,4,6,2006,2,15,0,0,53.45434,0,0,26827,神奈川県川崎市中原区等々力1-1,5.0,10.0,4.0,14.0,5.0,1.1547005383792517,10.0,10.0,4.0,4.0,8.0,8.0,14.0,10.0,22.0,11.0,9.0,11.0,8.0,6.0,9.0,5.0,6.0,6.0,3.0,3.0,3.0,2.0,1.0,1.0,8.0,8.0,4.0,11.0,-2.0,2.0,4.0,0.0,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,0.33101369314346846,0.4155887725053118,15669.917
9266,2006-04-22,15:04,第9節,第1日,3,29,京都市西京極総合運動公園陸上競技場兼球技場,曇,16.1,50.0,J SPORTS/KBS京都(録),12295.0,4,5,2006,2,15,0,0,60.1605,0,0,20588,京都府京都市右京区西京極新明町29,4.0,6.0,10.0,20.0,4.0,1.5275252316519465,6.0,6.0,10.0,10.0,9.0,9.0,6.0,16.0,10.0,13.0,21.0,10.0,4.0,9.0,4.0,6.0,7.0,3.0,0.0,3.0,0.0,3.0,3.0,1.0,7.0,7.0,-10.0,-3.0,11.0,-5.0,-2.0,4.0,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,5.026557804239467,0.5971925393433067,13517.448
9270,2006-04-23,15:05,第9節,第2日,26,13,東平尾公園博多の森球技場,晴,18.1,66.0,BS-i/RKB毎日放送(録)/J SPORTS(録),8667.0,4,6,2006,3,15,0,0,63.34954,0,0,22331,福岡県福岡市博多区東平尾公園2丁目1−2,1.0,1.0,3.0,14.0,1.0,0.5773502691896258,1.0,1.0,3.0,3.0,9.0,9.0,5.0,13.0,6.0,12.0,9.0,14.0,2.0,7.0,2.0,8.0,4.0,5.0,1.0,3.0,0.0,2.0,0.0,1.0,8.0,8.0,-8.0,-6.0,-5.0,-5.0,-6.0,-1.0,レベルファイブスタジアム,福岡県福岡市博多区東平尾公園2-1-1,22331.0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,9.612236667502579,0.3881151762124401,11118.108
9278,2006-04-30,13:04,第10節,第2日,24,23,ヤマハスタジアム(磐田),晴,21.8,63.0,静岡放送/テレビ山梨/BS-i/J SPORTS(録),14642.0,4,6,2006,4,13,0,1,68.54566,0,1,15165,静岡県磐田市新貝2500,5.0,6.0,4.0,14.0,4.0,1.5275252316519465,5.0,5.0,3.0,3.0,10.0,10.0,12.0,11.0,12.0,11.0,11.0,17.0,7.0,6.0,6.0,6.0,4.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,8.0,7.0,1.0,1.0,-6.0,1.0,0.0,-5.0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,山梨中銀スタジアム,山梨県甲府市小瀬町840,15859.0,1.1449305379813655,0.9655126937026047,16835.55
9283,2006-05-03,15:04,第11節,第1日,3,13,京都市西京極総合運動公園陸上競技場兼球技場,晴,22.8,27.0,KBS京都/J SPORTS,11221.0,5,2,2006,2,15,0,1,67.00144,1,0,20588,京都府京都市右京区西京極新明町29,4.0,7.0,12.0,11.0,4.0,1.5275252316519465,5.0,5.0,5.0,5.0,11.0,11.0,7.0,16.0,13.0,13.0,25.0,16.0,2.0,9.0,4.0,7.0,8.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,4.0,3.0,-9.0,0.0,9.0,-7.0,-3.0,5.0,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,4.420902252416706,0.5450262288711871,12649.75
9292,2006-05-06,15:04,第12節,第1日,7,3,九州石油ドーム,屋内,21.3,68.0,スカイパーフェクTV!/J SPORTS(録),21874.0,5,5,2006,2,15,0,0,68.16816,0,1,31997,大分県大分市横尾1351,4.0,6.0,10.0,7.0,3.0,1.7320508075688772,4.0,4.0,7.0,7.0,12.0,12.0,14.0,8.0,16.0,14.0,19.0,26.0,7.0,2.0,6.0,4.0,7.0,8.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,6.0,2.0,-7.0,5.0,2.0,-1.0,九州石油ドーム,大分県大分市横尾1351,31997.0,京都市西京極総合運動公園陸上競技場兼球技場,京都府京都市右京区西京極新明町29,20588.0,4.434989599465631,0.6836265899928118,17593.125
9299,2006-07-19,19:04,第13節,第1日,8,24,さいたま市浦和駒場スタジアム,曇,22.4,83.0,テレ玉/BS-i(録)/J SPORTS(録),5806.0,7,2,2006,3,19,0,0,70.98107999999999,0,0,21500,埼玉県さいたま市浦和区駒場2丁目1−1,10.0,10.0,8.0,77.0,4.0,1.5275252316519468,4.0,4.0,4.0,4.0,13.0,13.0,14.0,17.0,16.0,18.0,20.0,15.0,4.0,6.0,4.0,6.0,6.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,74.0,7.0,-3.0,-2.0,5.0,-2.0,-2.0,2.0,NACK5スタジアム大宮,埼玉県さいたま市大宮区高鼻町2丁目320−52,15491.0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,2.1237615529620286,0.270046511627907,6636.1025
9310,2006-07-22,19:04,第14節,第1日,10,20,等々力陸上競技場,曇,24.4,77.0,BS/J SPORTS(録),23005.0,7,5,2006,2,19,0,0,73.65312,0,0,26827,神奈川県川崎市中原区等々力1-1,12.0,16.0,7.0,76.0,7.0,1.1547005383792517,6.0,6.0,3.0,3.0,14.0,14.0,30.0,26.0,36.0,26.0,15.0,10.0,10.0,6.0,9.0,7.0,5.0,4.0,3.0,0.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,10.0,5.0,4.0,2.0,1.0,等々力陸上競技場,神奈川県川崎市中原区等々力1-1,26827.0,埼玉スタジアム2002,埼玉県さいたま市緑区美園2丁目1,62010.0,0.3242156276592659,0.8575315913072651,28957.807
9314,2006-07-23,19:05,第14節,第2日,19,26,日産スタジアム,曇一時雨,24.8,84.0,BS-i/J SPORTS(録),19223.0,7,6,2006,2,19,0,0,74.99968,0,0,72081,神奈川県横浜市港北区小机町3300,11.0,15.0,12.0,78.0,4.0,1.5275252316519468,6.0,6.0,6.0,6.0,14.0,14.0,18.0,9.0,22.0,10.0,18.0,16.0,5.0,1.0,4.0,2.0,4.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,9.0,12.0,2.0,4.0,2.0,-3.0,日産スタジアム,神奈川県横浜市港北区小机町3300,72081.0,レベルファイブスタジアム,福岡県福岡市博多区東平尾公園2-1-1,22331.0,9.345094493408947,0.2666860892606928,20108.67
9324,2006-07-26,19:00,第15節,第1日,26,21,東平尾公園博多の森球技場,晴,28.3,78.0,J SPORTS(録),13655.0,7,2,2006,1,19,0,0,79.92226,0,0,22331,福岡県福岡市博多区東平尾公園2丁目1−2,5.0,4.0,5.0,7.0,4.0,1.5275252316519468,3.0,3.0,2.0,2.0,15.0,15.0,10.0,22.0,10.0,22.0,16.0,19.0,2.0,6.0,1.0,5.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,-12.0,-12.0,-3.0,-4.0,-4.0,-3.0,レベルファイブスタジアム,福岡県福岡市博多区東平尾公園2-1-1,22331.0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,8.140829737228877,0.6114817966056155,8461.58
9329,2006-07-29,19:05,第16節,第1日,21,24,静岡スタジアムエコパ,曇,28.0,65.0,BS-i/静岡放送(録)/J SPORTS(録),24920.0,7,5,2006,3,19,0,0,77.703,0,0,51697,静岡県袋井市愛野2300−1,15.0,13.0,7.0,10.0,9.0,0.0,4.0,4.0,1.0,1.0,16.0,16.0,25.0,23.0,24.0,25.0,20.0,19.0,6.0,7.0,6.0,9.0,7.0,6.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,-1.0,1.0,-1.0,-3.0,1.0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,0.6593404721607566,0.4820395767646092,17075.203
9334,2006-08-12,18:00,第17節,第1日,11,21,広島ビッグアーチ,晴,27.3,82.0,J SPORTS(録),10569.0,8,5,2006,1,18,0,1,78.84914,0,0,36894,広島県広島市安佐南区大塚西5丁目1−1,4.0,11.0,22.0,17.0,3.0,1.7320508075688772,4.0,4.0,7.0,7.0,17.0,17.0,16.0,28.0,22.0,26.0,33.0,20.0,6.0,9.0,8.0,6.0,9.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,14.0,14.0,-12.0,-4.0,13.0,-3.0,2.0,6.0,広島ビッグアーチ,広島県広島市安佐南区大塚西5丁目1−1,36894.0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,6.110635316490003,0.2864693446088795,12004.368
9339,2006-08-12,19:01,第17節,第1日,6,23,名古屋市瑞穂陸上競技場,曇,27.1,73.0,J SPORTS(録),12454.0,8,5,2006,1,19,0,0,77.39717,0,0,20223,愛知県名古屋市瑞穂区山下通5-1,9.0,9.0,12.0,17.0,4.0,1.5275252316519468,5.0,5.0,4.0,4.0,17.0,17.0,17.0,18.0,18.0,20.0,27.0,30.0,6.0,7.0,8.0,8.0,10.0,6.0,3.0,1.0,3.0,1.0,2.0,1.0,13.0,14.0,-1.0,-2.0,-3.0,-1.0,0.0,4.0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,山梨中銀スタジアム,山梨県甲府市小瀬町840,15859.0,1.719862814255843,0.6158334569549523,13804.834
9342,2006-08-12,19:04,第17節,第1日,26,7,東平尾公園博多の森球技場,晴,28.7,75.0,BS/J SPORTS(録),18205.0,8,5,2006,2,19,0,0,80.13175,0,0,22331,福岡県福岡市博多区東平尾公園2丁目1−2,5.0,5.0,7.0,17.0,1.0,0.5773502691896257,2.0,2.0,4.0,4.0,17.0,17.0,11.0,24.0,13.0,25.0,20.0,22.0,3.0,7.0,3.0,7.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,14.0,14.0,-13.0,-12.0,-2.0,-4.0,-4.0,2.0,レベルファイブスタジアム,福岡県福岡市博多区東平尾公園2-1-1,22331.0,九州石油ドーム,大分県大分市横尾1351,31997.0,1.256682962363991,0.8152344274774976,16190.86
9347,2006-08-19,19:00,第18節,第1日,6,24,名古屋市瑞穂陸上競技場,晴,28.4,80.0,中部日本放送(録)/J SPORTS(録),14392.0,8,5,2006,2,19,0,1,80.35679999999999,0,0,20223,愛知県名古屋市瑞穂区山下通5-1,12.0,14.0,13.0,7.0,6.0,1.7320508075688774,9.0,9.0,4.0,4.0,18.0,18.0,20.0,24.0,23.0,28.0,28.0,24.0,9.0,7.0,11.0,9.0,8.0,7.0,3.0,1.0,5.0,3.0,1.0,3.0,7.0,7.0,-4.0,-5.0,4.0,2.0,2.0,1.0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,1.0155472535896606,0.7116649359640014,15967.569
9356,2006-08-23,19:04,第19節,第1日,23,29,山梨県小瀬スポーツ公園陸上競技場,曇,27.3,76.0,J SPORTS,12115.0,8,2,2006,1,19,0,0,78.08552,0,0,15859,山梨県甲府市小瀬町840,11.0,8.0,12.0,25.0,4.0,1.5275252316519468,5.0,5.0,5.0,5.0,19.0,19.0,18.0,33.0,21.0,33.0,39.0,28.0,4.0,8.0,5.0,8.0,11.0,5.0,0.0,1.0,0.0,2.0,4.0,2.0,4.0,4.0,-15.0,-12.0,11.0,-4.0,-3.0,6.0,山梨中銀スタジアム,山梨県甲府市小瀬町840,15859.0,県立カシマサッカースタジアム,茨城県鹿嶋市神向寺後山26-2,37496.0,2.085257712739637,0.763919540954663,13484.323
9360,2006-08-23,19:04,第19節,第1日,7,21,九州石油ドーム,晴,29.3,70.0,J SPORTS(録),18864.0,8,2,2006,1,19,0,0,80.3279,0,0,31997,大分県大分市横尾1351,11.0,13.0,12.0,25.0,7.0,1.1547005383792517,7.0,7.0,2.0,2.0,19.0,19.0,30.0,34.0,28.0,32.0,22.0,21.0,7.0,12.0,4.0,10.0,2.0,2.0,3.0,3.0,1.0,4.0,0.0,0.0,3.0,4.0,-4.0,-4.0,1.0,-5.0,-6.0,0.0,九州石油ドーム,大分県大分市横尾1351,31997.0,IAIスタジアム日本平,静岡県静岡市清水区村松3880−1,20248.0,7.053105131669062,0.5895552708066382,16672.303
9363,2006-08-26,18:34,第20節,第1日,23,24,山梨県小瀬スポーツ公園陸上競技場,雨,25.1,75.0,J SPORTS(録),14227.0,8,5,2006,1,18,0,0,74.54275,0,0,15859,山梨県甲府市小瀬町840,14.0,10.0,13.0,3.0,7.0,1.1547005383792517,6.0,6.0,3.0,3.0,20.0,20.0,21.0,27.0,23.0,32.0,40.0,28.0,4.0,4.0,4.0,7.0,11.0,9.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,-6.0,-9.0,12.0,0.0,-3.0,2.0,山梨中銀スタジアム,山梨県甲府市小瀬町840,15859.0,ヤマハスタジアム(磐田),静岡県磐田市新貝2500,15165.0,1.1449305379813655,0.897093133236648,11689.542
9364,2006-08-26,19:04,第20節,第1日,13,7,新潟スタジアム,晴,27.0,62.0,BS/J SPORTS(録),40466.0,8,5,2006,2,19,0,0,75.8766,0,0,41684,新潟県新潟市中央区清五郎67-12,19.0,15.0,11.0,7.0,3.0,1.7320508075688772,3.0,3.0,4.0,4.0,20.0,20.0,26.0,31.0,24.0,31.0,33.0,25.0,3.0,8.0,4.0,7.0,8.0,4.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,-5.0,-7.0,8.0,-5.0,-3.0,4.0,東北電力ビッグスワンスタジアム,新潟県新潟市中央区清五郎67-12,41684.0,九州石油ドーム,大分県大分市横尾1351,31997.0,8.758948733719686,0.9707801554553306,31281.564
9368,2006-08-27,19:05,第20節,第2日,6,2,名古屋市瑞穂陸上競技場,曇,27.0,73.0,BS-i/名古屋テレビ(録)/J SPORTS(録),17556.0,8,6,2006,3,19,0,0,77.2439,0,0,20223,愛知県名古屋市瑞穂区山下通5-1,15.0,17.0,14.0,8.0,9.0,0.0,10.0,10.0,2.0,2.0,20.0,20.0,23.0,42.0,28.0,47.0,33.0,25.0,9.0,10.0,13.0,11.0,8.0,5.0,0.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,-19.0,-19.0,8.0,-1.0,2.0,3.0,名古屋市瑞穂陸上競技場,愛知県名古屋市瑞穂区山下通5-1,20223.0,万博記念競技場,大阪府吹田市千里万博公園5-2,21000.0,1.4338324783912244,0.8681204569055037,21026.705
