iter	RMSE
645	2470.416836
646	2467.137498
647	2465.654495
648	2464.290164
649	2462.196914
650	2459.913445
651	2458.141288
652	2457.697247
653	2455.625932
654	2452.913788
655	2450.61444
656	2448.139864
657	2445.47338
658	2442.349257
659	2439.710828
660	2438.439226
661	2437.157572
662	2433.844511
663	2431.087851
664	2428.596086
665	2425.393249
666	2421.776946
667	2419.591644
668	2417.272996
669	2414.416958
670	2412.680365
671	2410.411851
672	2406.606263
673	2403.367146
674	2403.09002
675	2399.482439
676	2397.13544
677	2394.312362
678	2392.47064
679	2389.389729
680	2387.097046
681	2384.828384
682	2382.683384
683	2380.138567
684	2379.267341
685	2376.631814
686	2372.782136
687	2371.343094
688	2369.680128
689	2367.731652
690	2365.971622
691	2362.92667
692	2360.843595
693	2357.147204
694	2355.819139
695	2353.232702
696	2350.142459
697	2347.804465
698	2347.727824
699	2344.966469
700	2343.684474
701	2341.290165
702	2339.296676
703	2338.104283
704	2337.383311
705	2334.902448
706	2332.678332
707	2330.183299
708	2327.524757
709	2324.893234
710	2322.41998
711	2320.752732
712	2317.64299
713	2314.823279
714	2311.31219
715	2309.399276
716	2307.508136
717	2304.867653
718	2302.000163
719	2299.197089
720	2296.683782
721	2295.26586
722	2295.037444
723	2293.308043
724	2290.88184
725	2288.356257
726	2286.663367
727	2284.808681
728	2283.180912
729	2281.384623
730	2279.395405
731	2278.041585
732	2277.160541
733	2275.509521
734	2274.533107
735	2271.906548
736	2269.449955
737	2267.193801
738	2263.931687
739	2261.723257
740	2259.655531
741	2256.935492
742	2255.677207
743	2254.716233
744	2252.862921
745	2250.312547
746	2247.073773
747	2245.057879
748	2242.947633
749	2241.019919
750	2237.267745
751	2235.95144
752	2235.889951
753	2232.873699
754	2230.252368
755	2228.740225
756	2225.203416
757	2222.459048
758	2220.429693
759	2218.851299
760	2218.329449
761	2217.357473
762	2215.640462
763	2213.399593
764	2212.339202
765	2210.70682
766	2209.147425
767	2209.074329
768	2206.822398
769	2204.288661
770	2201.778366
771	2199.409222
772	2198.252456
773	2196.828705
774	2194.556341
775	2191.797821
776	2190.456708
777	2188.367781
778	2186.088187
779	2183.872231
780	2181.532123
781	2180.49477
782	2178.623821
783	2176.105783
784	2173.784606
785	2171.923507
786	2171.08069
787	2168.866692
788	2166.957709
789	2164.260716
790	2163.047304
791	2161.128081
792	2158.997303
793	2157.448706
794	2154.987262
795	2153.45973
796	2150.950986
797	2148.704613
798	2146.760725
799	2144.906294
800	2142.337656
801	2139.774684
802	2137.942878
803	2137.165534
804	2135.673332
805	2134.316346
806	2132.64763
807	2130.682472
808	2130.00856
809	2128.322154
810	2126.907327
811	2124.574249
812	2124.091512
813	2122.380101
814	2119.21771
815	2116.716885
816	2115.588633
817	2113.700249
818	2111.642616
819	2110.33652
820	2108.338713
821	2106.703384
822	2105.401649
823	2104.371821
824	2102.92059
825	2100.940236
826	2099.692
827	2098.487302
828	2096.545806
829	2094.485518
830	2092.529487
831	2090.683492
832	2088.904694
833	2087.964022
834	2086.16422
835	2084.790796
836	2081.75994
837	2080.687759
838	2079.258993
839	2076.896284
840	2075.690063
841	2073.634111
842	2071.026457
843	2067.359412
844	2067.04078
845	2064.680025
846	2062.838908
847	2060.906201
848	2058.579813
849	2056.534979
850	2054.042277
851	2051.671851
852	2049.670628
853	2049.487142
854	2046.937376
855	2043.721209
856	2042.454878
857	2040.468513
858	2039.164851
859	2037.25045
860	2036.424622
861	2033.454511
862	2031.569659
863	2029.952812
864	2026.944522
865	2024.570269
866	2023.403607
867	2021.045674
868	2020.634712
869	2019.077009
870	2018.055095
871	2016.971392
872	2015.71134
873	2013.76969
874	2011.459791
875	2010.021376
876	2008.898211
877	2007.127744
878	2006.73052
879	2005.090303
880	2004.483333
881	2002.768449
882	2001.510385
883	2000.73309
884	1999.844401
885	1998.750356
886	1996.936437
887	1996.080681
888	1993.437693
889	1991.940548
890	1990.112381
891	1988.952979
892	1987.439385
893	1986.441779
894	1984.828763
895	1983.046542
896	1981.876714
897	1981.50326
898	1979.497823
899	1976.447153
900	1975.613374
901	1973.898269
902	1972.815741
903	1970.481782
904	1968.249145
905	1965.164534
906	1963.846943
907	1961.684539
908	1960.275407
909	1958.115032
910	1956.35472
911	1955.153504
912	1954.279835
913	1953.136559
914	1951.064036
915	1949.341741
916	1947.078805
917	1945.972632
918	1945.789745
919	1944.215067
920	1944.075596
921	1942.245775
922	1939.526274
923	1938.930329
924	1937.033206
925	1936.109671
926	1935.104431
927	1933.153183
928	1931.849092
929	1930.83566
930	1928.843152
931	1927.063194
932	1925.199886
933	1924.964415
934	1924.44348
935	1923.391125
936	1922.084211
937	1921.630955
938	1919.949246
939	1918.703477
940	1917.667619
941	1915.740186
942	1913.423214
943	1912.308797
944	1911.074671
945	1909.592976
946	1908.797098
947	1907.642026
948	1905.798696
949	1904.432712
950	1902.637341
951	1901.05997
952	1898.767306
953	1898.263798
954	1896.453778
955	1894.696995
956	1891.709178
957	1890.32135
958	1889.430627
959	1888.358166
960	1887.028811
961	1885.292704
962	1883.326507
963	1881.626707
964	1880.584394
965	1879.798157
966	1878.574051
967	1876.189859
968	1873.712283
969	1871.599764
970	1869.783398
971	1867.540026
972	1866.823372
973	1865.021197
974	1863.045279
975	1861.803424
976	1860.201088
977	1858.47797
978	1857.439491
979	1855.699979
980	1853.53318
981	1852.369525
982	1851.207592
983	1850.097098
984	1849.663421
985	1848.728621
986	1847.807265
987	1846.160904
988	1844.816221
989	1843.324593
990	1841.785389
991	1839.438772
992	1837.610999
993	1835.826607
994	1834.730685
995	1833.940605
996	1833.011765
997	1831.908507
998	1830.170225
999	1829.724262
1000	1828.398341
1001	1827.175138
1002	1825.151276
1003	1824.101896
1004	1823.107516
1005	1821.808625
1006	1820.710531
1007	1819.719238
1008	1817.873144
1009	1816.237174
1010	1815.386804
1011	1813.571074
1012	1812.511631
1013	1811.461091
1014	1809.97822
1015	1809.295459
1016	1807.652786
1017	1806.797561
1018	1805.709464
1019	1804.651876
1020	1803.009192
1021	1801.859301
1022	1800.561852
1023	1798.332852
1024	1796.697637
1025	1793.837328
1026	1791.891702
1027	1790.534322
1028	1789.357573
1029	1787.487364
1030	1786.452083
1031	1784.277687
1032	1782.421173
1033	1780.903716
1034	1778.648274
1035	1776.41198
1036	1775.01118
1037	1774.142884
1038	1772.018358
1039	1771.427288
1040	1769.491048
1041	1768.439744
1042	1766.638754
1043	1764.161052
1044	1762.441716
1045	1759.757954
1046	1758.91495
1047	1757.700205
1048	1757.300499
1049	1756.533563
1050	1755.828943
1051	1754.023304
1052	1751.697664
1053	1750.57072
1054	1748.824553
1055	1747.330486
1056	1745.722295
1057	1744.645229
1058	1742.621677
1059	1741.39085
1060	1740.284127
1061	1739.041365
1062	1737.518333
1063	1735.41333
1064	1735.098033
1065	1733.444755
1066	1730.887215
1067	1729.732245
1068	1728.133878
1069	1727.014423
1070	1725.403587
1071	1724.046396
1072	1722.225166
1073	1721.115132
1074	1720.700278
1075	1719.268769
1076	1718.041028
1077	1716.671785
1078	1715.411832
1079	1714.160736
1080	1713.470711
1081	1712.085627
1082	1711.417181
1083	1710.283866
1084	1708.786064
1085	1706.952026
1086	1706.231055
1087	1704.681886
1088	1703.579098
1089	1702.380526
1090	1700.652043
1091	1700.138355
1092	1697.674978
1093	1696.567545
1094	1696.153714
1095	1695.123186
1096	1693.338865
1097	1692.180515
1098	1690.257438
1099	1689.041162
1100	1686.698588
1101	1684.793327
1102	1684.311539
1103	1683.325669
1104	1681.982575
1105	1681.071352
1106	1680.179299
1107	1679.280439
1108	1678.257536
1109	1676.40621
1110	1675.004709
1111	1673.288886
1112	1672.295699
1113	1671.909095
1114	1670.47064
1115	1669.260918
1116	1667.704783
1117	1666.989416
1118	1666.1184
1119	1663.929338
1120	1662.521399
1121	1661.701604
1122	1660.379898
1123	1658.569275
1124	1656.943134
1125	1656.422958
1126	1654.790613
1127	1653.712798
1128	1652.260281
1129	1650.931092
1130	1649.781396
1131	1647.599097
1132	1645.928314
1133	1644.515321
1134	1642.9397
1135	1641.257355
1136	1639.475376
1137	1638.005101
1138	1637.474745
1139	1636.304963
1140	1634.865665
1141	1633.352976
1142	1632.082066
1143	1631.877437
1144	1630.440327
1145	1629.802367
1146	1628.191003
1147	1627.755755
1148	1626.205922
1149	1624.888747
1150	1624.155227
1151	1622.671922
1152	1621.828182
1153	1620.539305
1154	1619.27794
1155	1617.159372
1156	1616.174541
1157	1615.62248
1158	1614.053027
1159	1612.706694
1160	1611.385633
1161	1609.746074
1162	1609.212223
1163	1609.040692
1164	1607.934747
1165	1606.916684
1166	1606.1403
1167	1604.880101
1168	1603.564973
1169	1602.030293
1170	1600.274287
1171	1598.325024
1172	1597.510531
1173	1596.08509
1174	1595.04616
1175	1593.790026
1176	1592.396182
1177	1591.378607
1178	1590.908689
1179	1589.175663
1180	1587.887817
1181	1585.893931
1182	1584.662705
1183	1583.678432
1184	1582.244698
1185	1579.60276
1186	1577.269973
1187	1575.567945
1188	1574.744775
1189	1572.739605
1190	1571.988558
1191	1571.424508
1192	1569.253592
1193	1567.320056
1194	1566.401996
1195	1565.662176
1196	1563.899652
1197	1562.416549
1198	1561.596636
1199	1559.969232
1200	1558.213862
1201	1557.083578
1202	1555.708859
1203	1554.198061
1204	1552.84673
1205	1551.164875
1206	1550.467759
1207	1548.698617
1208	1547.398867
1209	1546.528224
1210	1545.203363
1211	1543.661003
1212	1541.988871
1213	1540.757783
1214	1539.023105
1215	1537.786463
1216	1536.718702
1217	1535.159225
1218	1534.188563
1219	1533.046405
1220	1532.656959
1221	1531.63034
1222	1530.509052
1223	1529.276609
1224	1528.330977
1225	1527.142195
1226	1525.559543
1227	1524.653108
1228	1523.166847
1229	1521.164211
1230	1520.336851
1231	1519.102316
1232	1518.134661
1233	1517.829202
1234	1515.981004
1235	1513.926379
1236	1512.9106
1237	1512.233133
1238	1511.745134
1239	1510.497626
1240	1509.601094
1241	1509.157699
1242	1508.289414
1243	1507.550273
1244	1506.31077
1245	1505.657857
1246	1504.679582
1247	1503.91342
1248	1502.929398
1249	1501.256664
1250	1500.625218
1251	1499.936824
1252	1499.047693
1253	1497.880175
1254	1497.706287
1255	1495.890071
1256	1495.660711
1257	1494.761883
1258	1494.071146
1259	1493.314541
1260	1492.399752
1261	1491.272757
1262	1489.998791
1263	1488.440219
1264	1487.258018
1265	1486.350935
1266	1485.837824
1267	1484.360613
1268	1483.729041
1269	1482.596385
1270	1481.336607
1271	1480.177339
1272	1479.314465
1273	1477.273019
1274	1476.342606
1275	1475.135655
1276	1473.750051
1277	1473.407075
1278	1472.487417
1279	1471.693542
1280	1469.94513
1281	1469.80842
1282	1468.77626
1283	1467.321017
1284	1465.475685
1285	1464.947828
1286	1464.095243
1287	1462.516194
1288	1461.350016
1289	1460.779957
1290	1460.100936
1291	1459.358026
1292	1457.341241
1293	1454.854643
1294	1453.509689
1295	1452.571849
1296	1452.119728
1297	1450.73301
1298	1450.070984
1299	1448.89467
1300	1447.663417
1301	1445.734498
1302	1444.861177
1303	1443.665544
1304	1442.37756
1305	1441.408087
1306	1440.281161
1307	1439.15666
1308	1437.910323
1309	1437.154545
1310	1435.942404
1311	1434.877784
1312	1433.778599
1313	1432.27047
1314	1431.052753
1315	1429.938706
1316	1429.259233
1317	1428.125702
1318	1426.489319
1319	1425.460494
1320	1424.667301
1321	1423.484068
1322	1422.284344
1323	1421.021442
1324	1420.915559
1325	1419.893316
1326	1418.816638
1327	1418.113769
1328	1417.98267
1329	1417.864347
1330	1416.206739
1331	1415.18099
1332	1414.203661
1333	1413.148323
1334	1412.235664
1335	1411.253789
1336	1409.870565
1337	1408.214712
1338	1406.931518
1339	1405.619341
1340	1404.495845
1341	1403.10932
1342	1401.473208
1343	1400.133818
1344	1399.602777
1345	1397.759991
1346	1396.461294
1347	1395.128701
1348	1394.473021
1349	1393.322305
1350	1391.756023
1351	1390.698406
1352	1389.386592
1353	1388.653926
1354	1388.396166
1355	1386.742966
1356	1385.115311
1357	1383.5256
1358	1382.645912
1359	1381.347109
1360	1380.423361
1361	1379.124235
1362	1377.322779
1363	1376.21155
1364	1374.447577
1365	1373.192771
1366	1372.08725
1367	1370.552772
1368	1370.01245
1369	1369.375689
1370	1369.105855
1371	1368.726185
1372	1367.774225
1373	1366.116975
1374	1365.538363
1375	1364.679322
1376	1364.615575
1377	1363.999041
1378	1362.843382
1379	1362.265864
1380	1360.894923
1381	1359.216609
1382	1358.367118
1383	1358.196804
1384	1356.99339
1385	1356.100769
1386	1355.831223
1387	1355.086052
1388	1354.405534
1389	1354.035056
1390	1353.242074
1391	1351.729013
1392	1351.069168
1393	1350.0085
1394	1349.080948
1395	1347.438815
1396	1346.426207
1397	1345.240187
1398	1344.370155
1399	1343.705403
1400	1342.046632
1401	1341.288706
1402	1340.677458
1403	1340.020169
1404	1339.100158
1405	1337.565034
1406	1336.771941
1407	1335.024822
1408	1333.794462
1409	1332.488017
1410	1331.270481
1411	1329.742639
1412	1329.047351
1413	1328.299459
1414	1327.488116
1415	1326.116231
1416	1325.169026
1417	1325.046399
1418	1323.659875
1419	1322.874944
1420	1321.435504
1421	1320.232209
1422	1319.473797
1423	1319.129617
1424	1319.092018
1425	1318.124744
1426	1316.221012
1427	1315.593698
1428	1314.532235
1429	1313.134203
1430	1311.932477
1431	1311.21486
1432	1309.979839
1433	1309.085464
1434	1307.947113
1435	1307.404818
1436	1306.584767
1437	1305.071462
1438	1303.842665
1439	1303.804798
1440	1302.979748
1441	1301.566063
1442	1300.569512
1443	1299.819101
1444	1298.928151
1445	1298.083172
1446	1296.71291
1447	1295.69548
1448	1295.207655
1449	1294.220273
1450	1293.252507
1451	1291.907943
1452	1290.941236
1453	1289.562441
1454	1289.252047
1455	1288.26958
1456	1286.609075
1457	1286.042321
1458	1285.901549
1459	1285.639992
1460	1285.082498
1461	1285.048962
1462	1284.312048
1463	1282.805444
1464	1282.36992
1465	1281.423858
1466	1280.751955
1467	1279.914222
1468	1278.969047
1469	1278.382324
1470	1276.949252
1471	1275.998126
1472	1275.173867
1473	1274.845141
1474	1274.692047
1475	1273.167395
1476	1272.50101
1477	1271.799536
1478	1270.985864
1479	1269.592093
1480	1269.18781
1481	1268.739146
1482	1267.649298
1483	1266.011759
1484	1264.287935
1485	1263.392322
1486	1262.67196
1487	1261.898603
1488	1260.837304
1489	1260.345823
1490	1259.518408
1491	1259.197851
1492	1258.450002
1493	1256.91919
1494	1256.307289
1495	1254.862021
1496	1253.29859
1497	1252.290384
1498	1251.663496
1499	1250.212196
1500	1248.913789
1501	1247.744657
1502	1246.971284
1503	1246.072567
1504	1244.70711
1505	1244.112708
1506	1242.864398
1507	1241.630263
1508	1240.182115
1509	1239.172773
1510	1238.118008
1511	1237.34482
1512	1236.342657
1513	1235.276302
1514	1233.602552
1515	1232.602229
1516	1231.420564
1517	1229.826335
1518	1228.504449
1519	1227.344552
1520	1226.014475
1521	1224.753257
1522	1223.73186
1523	1222.8996
1524	1221.681772
1525	1220.248489
1526	1218.929057
1527	1217.831275
1528	1216.857488
1529	1216.701918
1530	1216.107468
1531	1214.811702
1532	1213.561754
1533	1212.069997
1534	1211.793335
1535	1210.54284
1536	1209.770722
1537	1209.129836
1538	1208.479053
1539	1207.294002
1540	1206.170878
1541	1205.105403
1542	1203.852901
1543	1203.013452
1544	1202.083884
1545	1200.928508
1546	1199.87534
1547	1197.971785
1548	1197.131743
1549	1195.616838
1550	1194.83737
1551	1194.04446
1552	1193.414664
1553	1192.73356
1554	1192.273411
1555	1191.761438
1556	1191.225063
1557	1190.328378
1558	1189.737358
1559	1188.848485
1560	1188.542813
1561	1187.204595
1562	1186.652511
1563	1185.897516
1564	1184.987303
1565	1184.364148
1566	1184.048386
1567	1183.110816
1568	1182.451624
1569	1182.313772
1570	1181.559787
1571	1179.759291
1572	1178.821009
1573	1178.382082
1574	1177.322639
1575	1175.905552
1576	1174.843298
1577	1174.107468
1578	1173.077613
1579	1171.959029
1580	1171.698537
1581	1171.219596
1582	1170.283776
1583	1169.954498
1584	1169.394882
1585	1168.401988
1586	1167.58686
1587	1166.848433
1588	1165.474443
1589	1164.102077
1590	1163.461819
1591	1162.771569
1592	1161.622225
1593	1161.118862
1594	1160.669448
1595	1159.532035
1596	1159.041339
1597	1157.869559
1598	1156.724224
1599	1155.974966
1600	1155.053047
1601	1153.68431
1602	1152.434055
1603	1151.167356
1604	1149.932082
1605	1148.880192
1606	1148.187026
1607	1147.823854
1608	1147.398207
1609	1146.298174
1610	1145.185091
1611	1143.740462
1612	1142.842883
1613	1142.292558
1614	1141.348468
1615	1139.995085
1616	1139.877307
1617	1138.683282
1618	1137.821273
1619	1136.530809
1620	1135.64316
1621	1135.617148
1622	1135.018684
1623	1134.342031
1624	1133.772394
1625	1132.825019
1626	1132.255234
1627	1131.574989
1628	1131.07975
1629	1130.333807
1630	1130.048652
1631	1129.364037
1632	1128.515237
1633	1127.85707
1634	1126.904866
1635	1125.946047
1636	1124.851554
1637	1124.247077
1638	1123.531739
1639	1122.982441
1640	1122.452311
1641	1121.809489
1642	1121.388614
1643	1119.56691
1644	1118.428807
1645	1117.075632
1646	1116.380737
1647	1115.448939
1648	1114.647183
1649	1113.816827
1650	1113.078422
1651	1112.384307
1652	1111.72147
1653	1110.700635
1654	1109.833697
1655	1108.942973
1656	1107.644452
1657	1106.908232
1658	1106.124045
1659	1105.918469
1660	1105.576981
1661	1105.066685
1662	1104.710749
1663	1104.097276
1664	1103.877286
